Style,Link,Brand,Dress name ,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Article number,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,,,,,,,,,,,,,,,,,,,,,,,,
casual chic,https://www.zalando.co.uk/esprit-dresses-light-shirt-dress-red-es121c225-g11.html,Esprit,LIGHT ,59.99,2,red,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,--,Button down dresses,Low v-neck,Floral,Decorative buttons,ES121C225-G11,Knee length,"24.0 "" (Size 10)",Long,"40.5 "" (Size 10)",Loose Fit,Loose fit,--,"16.0 "" (Size 10)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,https://www.zalando.co.uk/jdy-jdymathilde-dress-day-dress-sagebrush-green-jy121c0hd-m11.html,JDY,JDYMATHILDE DRESS ,23.99,1,pastel green,Jersey,"65% polyester, 35% cotton",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,,Round neckline,Plain,--,JY121C0HD-M11,Short,"25.0 "" (Size S)",Long,"34.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,https://www.zalando.co.uk/ps-paul-smith-dress-day-dress-dark-blue-ps721c034-k11.html,PS Paul Smith,DRESS ,279.99,5,blue,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,V-neck,Floral,Border,PS721C034-K11,Short,"26.0 "" (Size 8)",Long,"35.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,https://www.zalando.co.uk/versace-jeans-couture-cady-bistretch-cocktail-dress-party-dress-black-vei21c042-q11.html,Versace Jeans Couture,CADY BISTRETCH ,329.99,5,black,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Zip,,Square neckline,Plain,--,VEI21C042-Q11,Extra short,Sleeveless,Sleeveless,"33.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 11""  tall and is wearing size 8",--,No,No,No,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,https://www.zalando.co.uk/only-petite-onldaya-strap-print-dress-cocktail-dress-party-dress-marine-green-op421c0dt-m11.html,",Only",ONLDAYA STRAP PRINT DRESS ,25.99,1,green,Satin,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,,Cowl neckline,Prints in general,--,OP421C0DT-M11,Extra short,Spaghetti straps,Spaghetti straps,"34.5 "" (Size 8)",Regular Fit,Regular fit,--,--,No,No,No,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,https://www.zalando.co.uk/gant-pleated-dress-day-dress-eggshell-ga321c061-a11.html,GANT,PLEATED DRESS ,219.99,5,multi-coloured,--,100% polyester,--,Machine wash at 30Â°C,Turn-down collar,--,Button,Button down dresses,--,Prints in general,Belt included,GA321C061-A11,Calf length,"23.5 "" (Size 8)",Long,"47.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,https://www.zalando.co.uk/vero-moda-vmkatniss-short-dress-day-dress-black-ve121c2pa-q11.html,Vero Moda,VMKATNISS SHORT DRESS ,31.49,1,black,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,Button,Accentuating the waist,Round neckline,Floral,"Belt included, bust darts, slip",VE121C2PA-Q11,Short,Sleeveless,Sleeveless,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,https://www.zalando.co.uk/esprit-dresses-light-day-dress-red-es121c22n-g11.html,Esprit,DRESSES LIGHT ,54.99,2,red,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Laces,,V-neck,Plain,--,ES121C22N-G11,Knee length,"20.0 "" (Size 10)",Long,"39.5 "" (Size 10)",Loose Fit,Loose fit,--,"16.5 "" (Size 10)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,https://www.zalando.co.uk/vero-moda-petite-vmhenna-wrap-frill-dress-day-dress-goji-berry-vm021c0d8-g11.html,Vero Moda,VMHENNA WRAP FRILL DRESS ,30.99,1,red,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Belt,Wrap dresses,Low v-neck,Polka dot,--,VM021C0D8-G11,Knee length,Short,Short,"36.0 "" (Size S)",Slim Fit,Slim fit,--,"15.0 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,https://www.zalando.co.uk/needle-and-thread-floret-ballerina-dress-cocktail-dress-party-dress-petal-pink-nt521c0f3-j11.html,Needle & Thread,FLORET BALLERINA DRESS ,499.99,5,pastel pink,Tulle,100% polyester,100% polyester,Dry clean only,--,--,Zip,,Round neckline,Floral,"Bust darts, slip, border, embroidery",NT521C0F3-J11,Calf length,"25.0 "" (Size 8)",Long,"48.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,https://www.zalando.co.uk/ivy-and-oak-cocktail-dress--party-dress-snow-white-iv321c03e-a11.html,IVY & OAK ,DRESS ,239.99,5,white,Lace,"75% cotton, 25% nylon","65% cotton, 32% nylon, 3% elastane","Hand wash only, Dry cleanable",Mandarin collar,--,Zip,,Round neckline,Plain,"Bust darts, slip, fringing",IV321C03E-A11,Knee length,Short,Short,"41.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8",--,No,No,No,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,https://www.zalando.co.uk/pieces-maternity-pmsugi-midi-dress-day-dress-black-piv29f03g-q11.html,Pieces,PMSUGI MIDI DRESS ,39.99,1,black,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Mandarin collar,--,Button,,Round neckline,Floral,Bust darts,PIV29F03G-Q11,Calf length,"27.5 "" (Size 8)",Long,"45.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,https://www.zalando.co.uk/wal-g-jina-skater-dress-cocktail-dress-party-dress-forest-green-wg021c0r4-m11.html,WAL G.,JINA SKATER DRESS ,33.99,1,dark green,Jersey,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,Low v-neck,Plain,--,WG021C0R4-M11,Short,Spaghetti straps,Spaghetti straps,"34.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,https://www.zalando.co.uk/polo-ralph-lauren-basic-day-dress-carmel-pink-po221c06e-j11.html,Polo Ralph Lauren,COTTON MESH POLO DRESS ,139.99,4,pink,PiquÃ©,100% cotton,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Polo shirt,--,--,Polo dresses,--,Plain,--,PO221C06E-J11,Short,Short,Short,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size S",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,https://www.zalando.co.uk/only-petite-onlolivia-wrap-dress-day-dress-blackredshore-op421c09z-q11.html,",Only",ONLOLIVIA WRAP DRESS ,25.99,1,black/red,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,Laces,Wrap dresses,Low v-neck,Floral,Bust darts,OP421C09Z-Q11,Knee length,Short,Short,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,https://www.zalando.co.uk/knowledgecotton-apparel-heather-shape-lasered-out-flower-dress-vegan-day-dress-total-eclipse-kn221c00e-k11.html,KnowledgeCotton Apparel,HEATHER SHAPE LASERED OUT FLOWER DRESS VEGAN ,119.99,3,navy,--,100% cotton,100% cotton,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Button,,Round neckline,Floral,"Bust darts, slip",KN221C00E-K11,Knee length,Elbow length,Elbow length,"35.5 "" (Size S)",Loose Fit,Loose fit,--,"14.0 "" (Size S)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,https://www.zalando.co.uk/tory-burch-day-dress-french-cream-t0721c01g-a12.html,Tory Burch,Day dress,310,5,green,--,100% cotton,--,Hand wash only,Standing collar,--,--,,Low v-neck,Prints in general,"Border, tassels, rhinestones",T0721C01G-A12,Extra short,"24.5 "" (Size S)",Long,"32.5 "" (Size S)",Loose Fit,Loose fit,--,"15.5 "" (Size S)",Yes,No,yes,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,https://www.zalando.co.uk/moss-copenhagen-ima-dress-day-dress-caribou-m0y21c08d-o11.html,Moss Copenhagen,IMA DRESS ,64.99,2,brown,Jersey,"72% viscose, 23% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Round neckline,Plain,Elasticated waist,M0Y21C08D-O11,Short,"24.0 "" (Size S/M)",Long,"36.0 "" (Size S/M)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S/M",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,https://www.zalando.co.uk/mango-rosa-a-day-dress-lichtpastelgrijs-m9121c5l7-b11.html,Mango,ROSA A ,69.99,2,off-white,Satin,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",--,--,Button,,Round neckline,Plain,--,M9121C5L7-B11,Calf length,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,https://www.zalando.co.uk/only-onlalice-dress-day-dress-black-on321c2ov-q11.html,",Only",ONLALICE DRESS ,30.99,1,black,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,Button,Accentuating the waist,Round neckline,Plain,"Belt included, slip",ON321C2OV-Q11,Short,3/4 length,Elbow length,--,Regular Fit,Regular fit,--,--,No,No,yes,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,https://www.zalando.co.uk/love-moschino-day-dress-black-lo921c063-q11.html,Love Moschino,Day dress,199.99,4,black,Jersey,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Round neckline,Plain,Rhinestones,LO921C063-Q11,Short,"24.5 "" (Size 12)",Long,"37.5 "" (Size 12)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 12",--,No,No,yes,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,https://www.zalando.co.uk/alice-olivia-katrice-puff-mini-cocktail-dress-party-dress-black-a2n21c00s-q11.html,Alice + Olivia,KATRICE PUFF MINI ,450,5,black,Satin,"91% silk, 9% elastane","94% polyester, 6% elastane",Dry clean only,--,--,Zip,Bodycon dresses,Square neckline,Plain,Shoulder pads,A2N21C00S-Q11,Extra short,"16.5 "" (Size 8)",Elbow length,"36.0 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,yes,No,"97% polyester, 3% elastane",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,https://www.zalando.co.uk/wal-g-harper-off-the-shoulder-skater-dress-cocktail-dress-party-dress-camel-wg021c0se-b11.html,WAL G.,HARPER OFF THE SHOULDER SKATER DRESS ,49.99,2,sand,Lace,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,Strapless,Plain,Slip,WG021C0SE-B11,Short,"14.0 "" (Size 10)",Elbow length,"30.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","15.0 "" (Size 10)",No,No,No,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,https://www.zalando.co.uk/object-objmila-dress-day-dress-black-ob121c0pq-q11.html,Object,OBJMILA GIA  ,43.99,2,black,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,,Low v-neck,Plain,Slip,OB121C0PQ-Q11,Short,"22.0 "" (Size 8)",Long,"36.0 "" (Size 8)",Regular Fit,Regular fit,--,"15.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,https://www.zalando.co.uk/tommy-hilfiger-interlock-hoodie-short-dress-day-dress-desert-sky-to121c0k7-k11.html,Tommy Hilfiger,INTERLOCK HOODIE SHORT DRESS ,76.99,2,black,Sweat,"64% cotton, 36% polyester",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,Zip,Hooded dresses,--,Plain,"Inseam pockets, elasticated waist",TO121C0K7-K11,Short,"25.0 "" (Size S)",Long,"35.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,https://www.zalando.co.uk/only-onllaurence-day-dress-black-on321c2sn-q11.html,",Only",ONLLAURENCE  ,34.99,1,black,Tulle,100% polyester,100% polyester,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",--,--,--,,Low v-neck,Plain,Slip,ON321C2SN-Q11,Short,"24.0 "" (Size S)",Long,"34.0 "" (Size S)",Regular Fit,Regular fit,--,"13.5 "" (Size S)",Yes,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,https://www.zalando.co.uk/superdry-day-dress-autumn-ditsy-gold-su221c0nh-f11.html,Superdry,Day dress,39.99,1,yellow,--,100% viscose,--,--,--,--,--,Wrap dresses,Low v-neck,--,--,SU221C0NH-F11,--,--,,--,--,,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,https://www.zalando.co.uk/superdry-day-dress-apple-red-su221c0np-g11.html,Superdry,Day dress,59.99,2,red,--,100% cotton,--,--,--,--,--,,V-neck,Plain,--,SU221C0NP-G11,Knee length,Spaghetti straps,Spaghetti straps,--,Slim Fit,Slim fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
sporty,https://www.zalando.co.uk/jdy-jdymary-dress-day-dress-dark-grey-melange-jy121c0g3-c12.html,JDY,JDYMARY DRESS ,25.99,1,grey,Sweat,"65% polyester, 35% viscose",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,Hooded dresses,--,Plain,--,JY121C0G3-C12,Knee length,"25.0 "" (Size S)",Long,"40.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,https://www.zalando.co.uk/anna-field-day-dress-brown-an621c1ph-o11.html,Anna Field,Day dress,30.99,1,orange,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Button,,Round neckline,Plain,Bust darts,AN621C1PH-O11,Knee length,"17.5 "" (Size 8)",Elbow length,"36.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,https://www.zalando.co.uk/swing-cocktail-dress-party-dress-smaraggold-sg721c0jy-m11.html,Swing,Jersey dress,114.99,3,black/green,Jersey,"95% polyester, 5% elastane","92% polyester, 8% elastane","Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,Boat neckline (wide),Striped,"Inseam pockets, bust darts",SG721C0JY-M11,Knee length,"17.5 "" (Size 10)",Elbow length,"34.5 "" (Size 10)",Slim Fit,Slim fit,--,"15.0 "" (Size 10)",No,No,No,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,https://www.zalando.co.uk/billabong-day-trippin-day-dress-lime-bi721c05j-e11.html,Billabong,DAY TRIPPIN ,54.99,2,pastel yellow,--,100% viscose,--,Hand wash only,--,--,Laces,,Low v-neck,Floral,Bust darts,BI721C05J-E11,Short,Short,Short,"33.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","15.5 "" (Size S)",Yes,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
casual chic,https://www.zalando.co.uk/summery-copenhagen-josefine-short-sleeves-day-dress-emerald-cec21c03z-m11.html,SUMMERY Copenhagen,JOSEFINE ,194.99,4,green,--,100% cotton,--,Hand wash only,--,--,--,,Round neckline,--,Bust darts,CEC21C03Z-M11,Knee length,Short,Short,"43.5 "" (Size S)",Loose Fit,Loose fit,--,"15.5 "" (Size S)",Yes,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
edgy,https://www.zalando.co.uk/allsaints-tigi-kiku-dress-day-dress-brown-a0q21c0gw-o11.html,AllSaints,TIGI KIKU DRESS ,129.99,4,brown,Satin,"97% polyester, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Low v-neck,Animal print,Adjustable straps,A0Q21C0GW-O11,Calf length,Spaghetti straps,Spaghetti straps,"46.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,https://www.zalando.co.uk/vila-vitinny-new-dress-jersey-dress-darkest-spruce-v1021c0mm-m15.html,Vila,VITINNY ,23.99,1,dark green,Jersey,"79% polyester, 18% viscose, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",--,--,Zip,,Round neckline,Plain,Bust darts,V1021C0MM-M15,Short,"17.5 "" (Size S)",Elbow length,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,https://www.zalando.co.uk/vila-vipassa-strap-short-dress-day-dress-mars-red-v1021c2hv-g11.html,Vila,VIPASSA STRAP SHORT DRESS ,34.99,1,red,Mesh,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Low v-neck,Floral,Slip,V1021C2HV-G11,Knee length,Sleeveless,Sleeveless,"36.0 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size S",--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,https://www.zalando.co.uk/only-onlolivia-wrap-dress-day-dress-blue-mirage-on321c1rr-k12.html,",Only",ONLOLIVIA DRESS ,25.99,1,blue,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,Laces,Wrap dresses,Low v-neck,Floral,Bust darts,ON321C1RR-K12,Knee length,Short,Short,--,Slim Fit,Slim fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,https://www.zalando.co.uk/calvin-klein-mix-media-tank-dress-day-dress-magnetic-yellow-6ca21c05x-e11.html,Calvin Klein,MIX MEDIA TANK DRESS ,199.99,4,yellow,Jersey,"90% lyocell, 10% silk",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Low round neckline,Plain,--,6CA21C05X-E11,Maxi/long,Sleeveless,Sleeveless,"54.5 "" (Size S)",Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,100% silk,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,https://www.zalando.co.uk/hollister-co-woven-midi-dress-day-dress-blue-h0421c05j-k11.html,Hollister Co.,WOVEN MIDI DRESS  ,48.99,2,blue,--,100% viscose,--,Machine wash at 30Â°C,--,--,Laces,,Square neckline,Floral,--,H0421C05J-K11,Calf length,"15.5 "" (Size SxL)",Elbow length,"47.0 "" (Size SxL)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size SxL",--,No,No,No,No,Yes,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
classic,https://www.zalando.co.uk/part-two-aminase-day-dress-della-robbia-blue-p2121c0e7-k11.html,Part Two,AMINASE ,94.99,3,blue,--,100% linen,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,,Low v-neck,Plain,"Inseam pockets, bust darts",P2121C0E7-K11,Knee length,Short,Short,"39.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
girly,https://www.zalando.co.uk/lace-and-beads-avalon-wrap-maxi-occasion-wear-sage-ls721c0dp-m11.html,Lace & Beads,AVALON WRAP MAXI ,109.99,3,pastel green,Chiffon,100% polyester,100% polyester,--,Standing collar,--,Zip,Wrap dresses,Round neckline,Plain,"Slip, sequins",LS721C0DP-M11,Maxi/long,Sleeveless,Sleeveless,--,Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,No,yes,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
alternative,https://www.zalando.co.uk/mbym-day-dress-morrisa-print-mb121c0en-h11.html,mbyM,LECIA ,79.99,2,orange,--,100% viscose,--,--,--,--,Button,,Henley neckline,Prints in general,--,MB121C0EN-H11,Knee length,Short,Short,--,Regular Fit,Regular fit,--,--,No,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
trendy,https://www.zalando.co.uk/designers-remix-valerie-slip-cocktail-dress-party-dress-light-grey-dea21c03k-c11.html,DESIGNERS REMIX,VALERIE ,119.99,3,grey,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Low v-neck,Plain,Bust darts,DEA21C03K-C11,Calf length,Spaghetti straps,Spaghetti straps,--,Regular Fit,Regular fit,--,--,Yes,No,No,No,No,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
