"predict","alternative","casual chic","classic","edgy","girly","sporty","trendy","C1","brand","description","day dress","category","price","color","Bottom part material","Contains non-textile parts of animal origin","Fabric","Sheer","Outer fabric material","Lining","Care instructions","Collar","Cut","Pockets","Fastening","Neckline","Pattern","Details","Article number","Length","Sleeve length","Total length","Fit","Our model's height","Back width"
"classic",0.23283934469478376,0.11837072356258686,0.47970237645229435,0.0010260030267271324,0.1390154189036522,3.747400638869678E-9,0.029046129612555125,55,"DanefÃ¦ KÃ¸benhavn","JULI DRESS ","Day dress","summer-dresses",104.99,"yellow",,,,,"100% cotton",,"Machine wash at 30°C",,,,"Button","Crew neck","Floral","Bust darts","DAI21C00H-E12","Calf-length","Elbow length","49.0 "" (Size 10)","Loose Fit","Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)"
"trendy",1.9353788907679254E-5,8.388599015902948E-5,0.0012592704801631645,0.00320056076878563,0.009874200293321955,9.41821202563448E-9,0.9855627192604505,56,"Gina Tricot","LIO DRESS ","Jersey dress","Cocktail Dresses",25.99,"black",,,"Jersey",,"97% polyester, 3% elastane",,"Machine wash at 40°C, do not tumble dry, Machine wash on gentle cycle",,,,,"Backless","Plain",,"GID21C08O-Q11","Short","Spaghetti straps",,"Slim Fit","Our model is 5' 9""  tall and is wearing size 8",
"classic",5.672422469113126E-7,1.154680842638624E-6,0.5070106910892108,0.35721582324953,9.599229262950267E-7,2.5007798424431323E-14,0.1357708038152184,57,"KARL LAGERFELD","PRINTED KAFTAN ","Day dress","summer-dresses",349.99,"navy",,,"Satin",,"100% silk",,,"Turn-down collar","Asymmetrical",,"Belt","Backless","Print","Belt included, covered fastener","K4821C053-O11","Calf-length","19.5 "" (Size S/M)","49.0 "" (Size S/M)","Loose Fit",,"15.5 "" (Size S/M)"
"sporty",0.17057009724893882,0.05569252478286538,0.33992757152980574,0.024170321796208375,0.01047046377760018,0.3784195890834922,0.020749431781089327,58,"Minimum","RAGATTA ","Day dress","summer-dresses",69.99,"brown",,,"Jersey",,"100% cotton",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,,"Plain","Belt included","MI421C0BX-O11","Calf-length","Short","48.0 "" (Size S)","Regular Fit",,
"trendy",1.8335629402219403E-9,6.753999015142596E-5,0.16389528243681728,0.36620137843478207,2.9280460758102463E-4,5.377606890581517E-11,0.4695429926433292,59,"Lauren Ralph Lauren","SLEEVELESS JERSEY DRESS ","Cocktail dress / Party dress","Cocktail Dresses",139.99,"black",,,"Jersey",,"53% cotton, 41% viscose, 6% elastane","95% polyester, 5% elastane","Machine wash at 30°C",,,,"Zip","Cache-coeur","Plain","Slip","L4221C1C6-Q11","Knee-length","Sleeveless","40.5 "" (Size 10)","Slim Fit",,
"girly",0.11961331637422914,5.41577403349634E-4,0.16743080995889628,7.34606241243848E-5,0.7066142799169308,0.005050869534864135,6.756861876056165E-4,60,"ONLY","ONLINC FENJA DRESS ","Day dress","summer-dresses",21.99,"orange",,,"Rib",,"95% cotton, 5% elastane",,"Do not tumble dry, machine wash at 30°C",,,,,"Crew neck","Floral",,"ON321C2QJ-H11","Short","Sleeveless","34.5 "" (Size S)","Bodycon","Our model is 5' 9""  tall and is wearing size S",
"casual chic",0.009501395328752873,0.6307250974663693,0.10522073190494947,0.005165950066579113,2.0528830054554028E-4,6.001454610549485E-5,0.2491215223866982,61,"Glamorous Tall","FIXED WRAP FRONT SMOCK DRESS WITH LONG SLEEVES ","Day dress","summer-dresses",28.99,"black",,,,,"55% cotton, 45% polyester","100% cotton","Do not tumble dry, machine wash at 30°C",,,,,"Cache-coeur","Plain","Slip","GLC21C03E-Q11","Short","25.0 "" (Size 8)","35.0 "" (Size 8)","Loose Fit",,"17.5 "" (Size 8)"
"casual chic",0.3456047741393342,0.60799240740175,0.036773444400680796,0.007934915824612034,0.0012664766722627794,1.2280242849728344E-9,4.2798033333593563E-4,62,"Vila","PAYA ","Day dress","summer-dresses",30.99,"black",,,,,"100% viscose",,"Do not tumble dry, machine wash at 30°C, Do not bleach",,,,"Button","Crew neck","Floral",,"V1021C2VH-Q12","Knee-length","Short","36.0 "" (Size 8)","Regular Fit","Our model is 5' 11""  tall and is wearing size 8","14.0 "" (Size 8)"
"trendy",0.239449189918678,0.055856575208007915,0.266054198528634,0.011704016377382184,0.03682545026473736,5.385867495490337E-4,0.3895719829530115,63,"Mango","DALIA H ","Day dress","summer-dresses",39.99,"black/white",,,,,"100% cotton",,"Do not tumble dry, machine wash at 30°C",,,,"Zip","Crew neck","Paisley",,"M9121C5FC-Q11","Short","Sleeveless",,"Slim Fit",,
"classic",3.901222730316487E-8,0.13621291698416269,0.6963064335124309,0.02221744519286694,0.002500431453673535,3.870029604313798E-8,0.14276269514434248,64,"Guess by Marciano","AURORA DRESS ","Cocktail dress / Party dress","Cocktail Dresses",179.99,"grey",,,"Satin",,"100% polyester","100% polyester","Machine wash at 30°C, Machine wash on gentle cycle","Polo neck",,,"Zip",,"Floral","Lined fastener, underskirt","2GU21C09E-T11","Knee-length","25.0 "" (Size 10)","39.5 "" (Size 10)","Regular Fit",,"16.0 "" (Size 10)"
"sporty",0.0027114429066165254,0.4302460210230107,0.018719307779646685,5.162318591839012E-4,6.566083307608733E-4,0.4589965492225545,0.08815383887822681,65,"Lindex","Day dress",,"summer-dresses",39.99,"dark green",,,,,"100% cotton",,"Machine wash at 40°C, do not tumble dry","Standing collar",,,,,"Floral","Bust darts, border","L2E21C02D-K11",,"25.5 "" (Size 10/12)","37.0 "" (Size 10/12)","Loose Fit","Our model is 5' 10""  tall and is wearing size 10/12","16.5 "" (Size 10/12)"
"classic",0.03515138331372596,0.005514439584934785,0.8976732800819458,0.05022896269697418,0.002195488278732922,1.1399240173596539E-4,0.009122453641950365,66,"Vero Moda","VMLISA DRESS ","Day dress","summer-dresses",35.99,"black",,,,,"100% cotton",,,,,,,"Backless","Plain","Bow","VE121C2Q9-Q11","Knee-length","Extra short","38.0 "" (Size S)","Regular Fit","Our model is 5' 10""  tall and is wearing size S",
"trendy",1.805260316329718E-7,6.82848825789562E-7,0.0075323868098515845,0.27939520113648775,0.0032575619594360345,3.894526022149345E-14,0.7098139867193283,67,"Cinq Ã  Sept","KAYA DRESS ","Day dress","summer-dresses",315.0,"navy",,,,,"100% polyester","100% polyester","Dry clean only","Standing collar",,,"Zip",,"Plain",,"CIG21C00U-K11","Short","25.5 "" (Size 8)","33.5 "" (Size 8)","Regular Fit","Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
"trendy",1.5006359885926818E-8,6.853255721336301E-6,0.0014564166516051935,2.1147081845124575E-4,4.922529669322502E-4,2.8437306312188157E-11,0.9978329912724927,68,"Never Fully Dressed Petite","LUCY PRINT CLASH DRESS ","Cocktail dress / Party dress","Cocktail Dresses",104.99,"bright multi-coloured",,,,,"98% polyester, 2% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Zip","Low-cut v-neck","Print",,"NEZ21C01K-H11","Long","23.5 "" (Size 8)","51.0 "" (Size 8)","Regular Fit",,"13.5 "" (Size 8)"
"alternative",0.99461747385385,0.004811203540373823,3.551015186499728E-5,4.8550755433616837E-4,4.9014417693778235E-5,5.199900816044093E-13,1.2904813610488897E-6,69,"Vero Moda Curve","VMOLGA ","Day dress","summer-dresses",26.34,"army green",,,,,"100% polyester",,,,,,,"Cache-coeur","Floral","Bust darts","VEE21C0CD-Q11","Short","19.5 "" (Size 16)","38.0 "" (Size 16)","Regular Fit",,"15.5 "" (Size 16)"
"trendy",3.171870593085087E-15,5.083208907639379E-12,2.723982339820809E-4,0.4624010325362446,0.002638899920085635,4.348158608639906E-28,0.5346876693046012,70,"retrofÃªte","GABRIELLE ROBE ","Cocktail dress / Party dress","Cocktail Dresses",455.0,"gold",,,,,"100% viscose","100% viscose","Dry clean only",,,,"Belt","Cache-coeur",,"Sequins","R0W21C007-O12","Extra short","23.5 "" (Size S)","27.5 "" (Size S)","Regular Fit","Our model is 5' 11""  tall and is wearing size S",
"trendy",1.2355440370828185E-49,3.5438426616245355E-40,2.645079778619238E-10,0.004183081946009573,2.5399553530963186E-7,1.2348389666354728E-88,0.9958166637939472,71,"Alberta Ferretti","DRESS EMBROIDERED ","Cocktail dress / Party dress","Cocktail Dresses",910.0,"yellow",,,"Lace, tulle",,"100% polyester","90% acetate, 5% silk, 5% elastane","Dry clean only",,,,"Zip","Crew neck","Plain","Slip, border, embroidery","AF321C02E-E11","Short","22.0 "" (Size 10)","35.5 "" (Size 10)","Regular Fit","Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 10)"
"girly",1.4349548691358572E-7,1.6359759990799648E-7,1.6540184505989177E-6,1.399156399441167E-7,0.9999978506852033,1.7976413858480628E-10,4.810785541352868E-8,72,"Hollister Co.","BEST IS BACK ","Day dress","summer-dresses",34.99,"pastel blue",,,"Jersey",,"92% polyester, 8% elastane","100% polyester","Machine wash at 30°C",,,,,"Backless","Floral","Adjustable straps, bow","H0421C055-K11","Calf-length","Sleeveless, spaghetti straps","47.0 "" (Size SxL)","Regular Fit","Our model is 5' 10""  tall and is wearing size SxL",
"casual chic",2.0305635367932858E-7,0.6918750073607922,0.2596197351292856,1.8250113305161785E-8,0.04848297640549106,1.8117008521964336E-10,2.2059616794131774E-5,73,"Vero Moda","VMFIE MINI DRESS ","Day dress","summer-dresses",34.99,"white",,,"Chiffon",,"100% polyester","100% polyester","Do not tumble dry, machine wash at 30°C",,,,,"Cache-coeur","Polka dot","Belt included, bust darts, slip","VE121C34D-A11","Short","26.5 "" (Size S)","32.5 "" (Size S)","Regular Fit","Our model is 5' 9""  tall and is wearing size S","17.0 "" (Size S)"
"alternative",0.8906012085180733,0.0017125290107424117,0.1074096369013614,2.627974560693011E-7,2.667454695536604E-4,8.98180570137957E-6,6.354971118554785E-7,74,"Marc O'Polo DENIM","DRESS SLEEVE ELASTIC CUFF ","Day dress","summer-dresses",99.99,"grey",,,,,"100% lyocell",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Button","Crew neck","Plain","Bust darts","OP521C06G-N11","Knee-length","18.5 "" (Size S)","36.0 "" (Size S)","Loose Fit","Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)"
"classic",6.0233507793327004E-5,0.13173546351745435,0.5794259679347752,0.041950438241646,0.11560664193707357,8.220498149438847E-9,0.13122124664075938,75,"ONLY","ONLSOPHIA DRESS ","Day dress","summer-dresses",29.74,"black/white",,,"Tulle",,"95% polyester, 5% elastane","100% polyester","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Cache-coeur","Animal print",,"ON321C206-Q11","Calf-length","23.5 "" (Size 10)","46.5 "" (Size 10)","Regular Fit","Our model is 5' 9""  tall and is wearing size 10",
"casual chic",0.0017876112213274056,0.8715235240368477,0.07459932136091288,0.014680605630675034,0.036864683584440124,2.0976305037949815E-5,5.232778607589929E-4,76,"Selected Femme","SLFIONA SHORT DRESS ","Day dress","summer-dresses",59.99,"pastel purple",,,"Chiffon","Semi-sheer","98% polyester, 2% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle","Standing collar",,,"Button",,"Plain","Belt included","SE521C144-I11","Short","17.5 "" (Size 8)","35.5 "" (Size 8)","Loose Fit",,"19.5 "" (Size 8)"
"alternative",0.8882039303178167,9.593779906125927E-4,0.07811777811193976,0.02855299078466996,3.903437507237611E-5,1.491570061258599E-4,0.003977731413762726,77,"2nd Day","LORETTA  ","Day dress","summer-dresses",94.99,"army green",,,,"Semi-sheer","100% cotton",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Button","Crew neck","Plain",,"S3821C06I-N11","Short","Short",,"Loose Fit",,
"trendy",4.0223264539549297E-13,1.0345063672629988E-11,0.02116395140212696,5.0961468133972175E-6,0.019488214509216947,3.1873971456065184E-11,0.9593427378992215,78,"Lauren Ralph Lauren","OFF THE SHOULDER GOWN ","Occasion wear","Occasion dresses",219.99,"white",,,"Jersey",,"89% polyester, 11% elastane","94% polyester, 6% elastane","Machine wash at 30°C, Machine wash on gentle cycle",,,,"Zip","Off-the-shoulder","Plain","Bust darts, slip","L4221C1CS-A11","Long","Extra short","57.5 "" (Size 10)","Slim Fit",,
"alternative",0.6809930562634842,0.29986143321185427,2.987745127038571E-4,0.018445447919062618,3.045925897510411E-4,7.770908456592673E-12,9.669549537320354E-5,79,"MAMALICIOUS","MLZELMA DRESS ","Day dress","summer-dresses",44.99,"army green",,,,,"100% viscose",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle","Standing collar",,,"Button",,"Floral","Belt included","M6429F126-N11","Knee-length","24.5 "" (Size 8)","39.5 "" (Size 8)","Regular Fit","Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)"
"trendy",1.7641951069624002E-9,1.2222696512424194E-8,5.201324158560201E-5,0.0010769307054232815,0.43505361066550424,1.0769436421742441E-16,0.5638174314005951,80,"Missguided","SHIRRED STRAP DRESS ","Cocktail dress / Party dress","Cocktail Dresses",21.99,"pink",,,,,"95% polyester, 5% elastane",,"Machine wash at 30°C",,,,"Zip","Backless","Plain","Bust darts","M0Q21C23C-J11","Short","Strapless, sleeveless","30.5 "" (Size 8)","Slim Fit","Our model is 5' 9""  tall and is wearing size 8","15.0 "" (Size 8)"
"alternative",0.9128388618860339,0.00764038452115445,8.708092929745945E-4,0.06380265222049192,2.135660334324996E-4,0.006074598334539117,0.008559127711373484,81,"Superdry","Day dress",,"summer-dresses",59.99,"black",,,,,"58% cupro, 42% viscose",,,,,,,"Backless","Plain",,"SU221C0NE-Q11","Knee-length","Spaghetti straps",,"Slim Fit",,
"casual chic",2.888839570875556E-5,0.8079763307051968,0.1272529206990865,0.06394383802238991,2.9993660576327686E-5,2.6705525411642187E-7,7.677614617875061E-4,82,"GAP","PARTY TIE WAIST DRESS ","Day dress","summer-dresses",43.99,"black",,,"Satin",,"100% viscose",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Low-cut v-neck","Plain","Belt included","GP021C0KD-Q11","Short","23.5 "" (Size S)","35.5 "" (Size S)","Regular Fit","Our model is 5' 9""  tall and is wearing size S","15.0 "" (Size S)"
"classic",0.0019313729253930454,0.42759846434054144,0.5423021594315404,0.004883154056810232,0.02326708799432769,3.6835286460513786E-10,1.7760883034335847E-5,83,"Vila","VIDIANA FLOUNCE DRESS ","Day dress","summer-dresses",30.99,"bordeaux",,,,,"100% polyester",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"Crew neck","Floral","Belt included, bust darts","V1021C2F4-G11","Knee-length","Short","38.0 "" (Size 8)","Regular Fit","Our model is 5' 9""  tall and is wearing size 8","15.5 "" (Size 8)"
"classic",0.09878610399013059,0.14335310283268712,0.7569486520108274,7.267054656735801E-4,1.2114935066224146E-4,9.411924854178958E-7,6.334515753369309E-5,84,"Esprit","LIGHT  ","Day dress","summer-dresses",29.99,"black",,,,,"100% viscose",,"Do not bleach, do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,"Button",,"Print",,"ES121C235-Q11","Short","Long",,"Loose Fit",,
"casual chic",2.938785559048932E-4,0.9831606527408703,0.0055405844078770545,0.0016883216599090406,0.0011899455149728267,3.6384344601538015E-6,0.008122978686005708,85,"YAS","YASBOOM DRESS ","Day dress","summer-dresses",69.99,"black",,,,,"100% polyester","100% polyester","Do not tumble dry, machine wash at 30°C","Peter Pan collar",,,,"Crew neck","Floral","Bust darts, slip","Y0121C1R5-Q11","Short","25.0 "" (Size S)","33.0 "" (Size S)","Loose Fit","Our model is 5' 9""  tall and is wearing size S","14.5 "" (Size S)"
"alternative",0.9754551767599843,0.02111756631348069,0.0027866866953640324,4.720655045282332E-5,5.931064601567504E-4,3.604785589769124E-11,2.5718451354680444E-7,86,"ONLY","ONLFIA WRAP DRESS ","Day dress","summer-dresses",26.34,"army green",,,"Chiffon",,"100% polyester","100% polyester","Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur",,,,,"Cache-coeur","Paisley","Belt included, slip","ON321C2TD-K11","Knee-length","Long",,"Regular Fit",,
"casual chic",0.02334308708033071,0.6991140266969661,0.26440589713986473,0.012191817930944237,9.001128162249701E-4,4.272983686134503E-11,4.5058292939273134E-5,87,"edc by Esprit","DRESS ","Day dress","summer-dresses",44.99,"black multi-coloured",,,,,"100% viscose","100% viscose","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,"V-neck",,"Slip","ED121C0WL-K11","Short","25.0 "" (Size 10)","35.0 "" (Size 10)","Regular Fit",,"15.0 "" (Size 10)"
"alternative",0.7179859487546082,0.00209446183579777,0.0168432024685801,1.1924394645706491E-4,0.17095502353182676,2.336331713635374E-4,0.09176848629136658,88,"Mango","VOLE","H ","summer-dresses",35.99,"pink",,,,,"100% cotton","100% viscose","Do not tumble dry, machine wash at 30°C",,,,,"Crew neck","Plain",,"M9121C5IW-J11","Short","Elbow length",,"Loose Fit",,
"alternative",0.5753351072233719,0.42440013283650874,5.696435266805686E-5,1.7638211678906116E-4,2.818131760861351E-5,6.381905163723802E-12,3.2321466718442614E-6,89,"Pieces Maternity","PMKAITLYN  ","Day dress","summer-dresses",30.99,"black multi-coloured",,,,,"100% viscose",,"Do not tumble dry, machine wash at 30°C",,,,"Laces","Cache-coeur","Floral",,"PIV29F03K-Q12","Knee-length","Elbow length",,"Regular Fit",,
"classic",1.8407738695793873E-5,0.0010967996088868885,0.9270931651910261,0.0011960946235772462,0.02068698256398764,3.866526878487566E-7,0.04990816362113837,90,"TOM TAILOR DENIM","PRINTED  ","Day dress","summer-dresses",54.99,"navy",,,"Tulle",,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30°C","Mandarin collar",,,,,"Floral","Slip","TO721C0CW-T11","Calf-length","Long",,"Slim Fit",,
"edgy",0.0936997171627095,4.45519237825735E-5,0.2598295147181497,0.6082966454154872,0.0012705097000780274,1.0053248704102107E-7,0.03685896054730593,91,"Missguided Petite","PUFFBALL SHIRT DRESS ","Day dress","summer-dresses",30.99,"army green",,,,,"100% cotton","100% polyester","Machine wash at 30°C","Turn-down collar",,,"Button",,"Plain","Covered fastener, elasticated waist, belt included","M0V21C0N5-N11","Short","Elbow length","30.5 "" (Size 8)","Regular Fit",,"13.0 "" (Size 8)"
"trendy",0.002919304592852503,0.0012658481942716202,0.024557805477344912,1.8363469948701587E-5,0.001433448839882451,5.256076124665071E-5,0.9697526686644532,92,"Mango","CAPRIL","H ","summer-dresses",59.99,"yellow",,,,,"55% linen, 45% viscose",,"Do not tumble dry, machine wash at 30°C, Dry cleanable","Lapel collar",,,,,"Plain","Elasticated waist","M9121C5IR-E11","Calf-length","Sleeveless",,"Regular Fit",,
"girly",0.0019398321639500467,0.1029156939888389,0.0029251379165491135,1.4499859893163969E-6,0.8922148106476404,3.179210118602792E-8,3.0435049309775976E-6,93,"Billabong","SPRING ROMANCE ","Day dress","summer-dresses",59.99,"pastel pink",,,,,"100% viscose",,"Hand wash only",,,,"Laces","Cache-coeur","Floral",,"BI721C056-J11","Short","24.5 "" (Size S)","33.5 "" (Size S)","Regular Fit","Our model is 5' 9""  tall and is wearing size S","14.5 "" (Size S)"
"alternative",0.9861814882163614,1.1395633144451523E-5,0.013695411917647142,8.507050223151902E-7,5.869050085640896E-5,1.4125998970932372E-12,5.216302555550031E-5,94,"Esqualo","COLORFUL IMPRESSION ","Day dress","summer-dresses",94.99,"pink",,"Yes",,,"100% viscose","100% viscose","Machine wash at 30°C, Machine wash on gentle cycle",,,,"Button","V-neck","Paisley","Belt included, slip","ESM21C02B-G11","Knee-length","21.5 "" (Size 8)","40.0 "" (Size 8)","Regular Fit",,"14.0 "" (Size 8)"
