,cv_predicted,Style,Brand,"Dress name ",Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?
61,alternative,alternative,KnowledgeCotton Apparel,"HEATHER SHAPE LASERED OUT FLOWER DRESS VEGAN ",119.99,3,navy,Chiffon,100% cotton,100% cotton,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Wrap dresses,Round neckline,Floral,"Bust darts, slip",Knee length,Elbow length,Elbow length,"35.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size S)",No,No,No,No,No
62,trendy,trendy,Tory Burch,Day dress,310.0,5,green,Chiffon,100% cotton,100% polyester,Hand wash only,Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Prints in general,"Border, tassels, rhinestones",Extra short,"24.5 "" (Size S)",Long,"32.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size S)",Yes,No,yes,No,No
63,sporty,sporty,Moss Copenhagen,"IMA DRESS ",64.99,2,brown,Jersey,"72% viscose, 23% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,Elasticated waist,Short,"24.0 "" (Size S/M)",Long,"36.0 "" (Size S/M)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S/M","14.0 "" (Size 8)",No,No,No,No,No
64,classic,classic,Mango,"ROSA A ",69.99,2,off-white,Satin,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",Standing collar,Asymmetrical,Button,Wrap dresses,Round neckline,Plain,Slip,Calf length,Long,Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
65,classic,classic,Only,"ONLALICE DRESS ",30.99,1,black,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Accentuating the waist,Round neckline,Plain,"Belt included, slip",Short,3/4 length,Elbow length,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,yes,No,No
66,trendy,trendy,Love Moschino,Day dress,199.99,4,black,Jersey,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,Rhinestones,Short,"24.5 "" (Size 12)",Long,"37.5 "" (Size 12)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 12","14.0 "" (Size 8)",No,No,yes,No,No
67,edgy,edgy,Alice + Olivia,"KATRICE PUFF MINI ",450.0,5,black,Satin,"91% silk, 9% elastane","94% polyester, 6% elastane",Dry clean only,Standing collar,Asymmetrical,Zip,Bodycon dresses,Square neckline,Plain,Shoulder pads,Extra short,"16.5 "" (Size 8)",Elbow length,"36.0 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,yes,No
68,girly,girly,WAL G.,"HARPER OFF THE SHOULDER SKATER DRESS ",49.99,2,sand,Lace,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Strapless,Plain,Slip,Short,"14.0 "" (Size 10)",Elbow length,"30.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","15.0 "" (Size 10)",No,No,No,No,Yes
69,edgy,casual chic,Object,"OBJMILA GIA  ",43.99,2,black,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Short,"22.0 "" (Size 8)",Long,"36.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No
70,sporty,sporty,Tommy Hilfiger,"INTERLOCK HOODIE SHORT DRESS ",76.99,2,black,Sweat,"64% cotton, 36% polyester",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,Asymmetrical,Zip,Hooded dresses,Low v-neck,Plain,"Inseam pockets, elasticated waist",Short,"25.0 "" (Size S)",Long,"35.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size 8)",No,No,No,No,No
71,casual chic,casual chic,Only,"ONLLAURENCE  ",34.99,1,black,Tulle,100% polyester,100% polyester,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Short,"24.0 "" (Size S)",Long,"34.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size S)",Yes,No,No,No,No
72,edgy,alternative,Superdry,Day dress,39.99,1,yellow,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Slip,Short,Short,Long,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
73,alternative,alternative,Superdry,Day dress,59.99,2,red,Chiffon,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,V-neck,Plain,Slip,Knee length,Spaghetti straps,Spaghetti straps,"34.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
74,sporty,sporty,JDY,"JDYMARY DRESS ",25.99,1,grey,Sweat,"65% polyester, 35% viscose",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,Asymmetrical,Zip,Hooded dresses,Low v-neck,Plain,Slip,Knee length,"25.0 "" (Size S)",Long,"40.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)",No,No,No,No,No
75,classic,classic,Anna Field,Day dress,30.99,1,orange,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Wrap dresses,Round neckline,Plain,Bust darts,Knee length,"17.5 "" (Size 8)",Elbow length,"36.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No
76,classic,classic,Swing,Jersey dress,114.99,3,black/green,Jersey,"95% polyester, 5% elastane","92% polyester, 8% elastane","Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Boat neckline (wide),Striped,"Inseam pockets, bust darts",Knee length,"17.5 "" (Size 10)",Elbow length,"34.5 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 10)",No,No,No,No,Yes
77,girly,girly,Billabong,"DAY TRIPPIN ",54.99,2,pastel yellow,Chiffon,100% viscose,100% polyester,Hand wash only,Standing collar,Asymmetrical,Laces,Wrap dresses,Low v-neck,Floral,Bust darts,Short,Short,Short,"33.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","15.5 "" (Size S)",Yes,No,No,No,No
78,casual chic,casual chic,SUMMERY Copenhagen,"JOSEFINE ",194.99,4,green,Chiffon,100% cotton,100% polyester,Hand wash only,Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,Bust darts,Knee length,Short,Short,"43.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size S)",Yes,No,No,No,No
79,edgy,edgy,AllSaints,"TIGI KIKU DRESS ",129.99,4,brown,Satin,"97% polyester, 3% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Animal Prints in general,Adjustable straps,Calf length,Spaghetti straps,Spaghetti straps,"46.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
80,alternative,classic,Vila,"VITINNY ",23.99,1,dark green,Jersey,"79% polyester, 18% viscose, 3% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,Bust darts,Short,"17.5 "" (Size S)",Elbow length,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size 8)",No,No,No,No,No
81,casual chic,girly,Vila,"VIPASSA STRAP SHORT DRESS ",34.99,1,red,Mesh,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Floral,Slip,Knee length,Sleeveless,Sleeveless,"36.0 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size 8)",No,No,No,No,No
82,girly,girly,Only,"ONLOLIVIA DRESS ",25.99,1,blue,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,Asymmetrical,Laces,Wrap dresses,Low v-neck,Floral,Bust darts,Knee length,Short,Short,"34.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
83,trendy,trendy,Calvin Klein,"MIX MEDIA TANK DRESS ",199.99,4,yellow,Jersey,"90% lyocell, 10% silk",100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low round neckline,Plain,Slip,Maxi/long,Sleeveless,Sleeveless,"54.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
84,girly,girly,Hollister Co.,"WOVEN MIDI DRESS  ",48.99,2,blue,Chiffon,100% viscose,100% polyester,Machine wash at 30Â°C,Standing collar,Asymmetrical,Laces,Wrap dresses,Square neckline,Floral,Slip,Calf length,"15.5 "" (Size SxL)",Elbow length,"47.0 "" (Size SxL)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size SxL","14.0 "" (Size 8)",No,No,No,No,Yes
85,classic,classic,Part Two,"AMINASE ",94.99,3,blue,Chiffon,100% linen,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,"Inseam pockets, bust darts",Knee length,Short,Short,"39.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
86,girly,girly,Lace & Beads,"AVALON WRAP MAXI ",109.99,3,pastel green,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,"Slip, sequins",Maxi/long,Sleeveless,Sleeveless,"34.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,yes,No,No
87,alternative,alternative,mbyM,"LECIA ",79.99,2,orange,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Wrap dresses,Henley neckline,Prints in general,Slip,Knee length,Short,Short,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
88,trendy,trendy,DESIGNERS REMIX,"VALERIE ",119.99,3,grey,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Bust darts,Calf length,Spaghetti straps,Spaghetti straps,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",Yes,No,No,No,No
89,edgy,edgy,Banana Republic,"ESSENTIAL DRESS ",63.74,2,black,Satin,100% polyester,100% polyester,Machine wash at 30Â°C,Standing collar,Asymmetrical,Zip,Accentuating the waist,Low v-neck,Plain,Belt included,Short,"21.5 "" (Size S)",Long,"38.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","20.0 "" (Size S)",No,Yes,No,No,No
90,classic,classic,Vero Moda,"VMSIMPLY EASY SHIRT DRESS ",29.69,1,black,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Mandarin collar,Asymmetrical,Button,Accentuating the waist,Round neckline,Floral,"Belt included, bust darts",Calf length,"23.5 "" (Size S)",Long,"48.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","12.5 "" (Size S)",No,No,No,No,No
91,girly,girly,Derhy,"ACACIA ROBE ",74.99,2,pastel purple,Chiffon,100% viscose,100% polyester,"Do not tumble dry, Hand wash only",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Floral,Decorative buttons,Knee length,"21.5 "" (Size S)",Long,"38.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","19.5 "" (Size S)",No,No,No,No,No
92,classic,classic,Mango,"CAROL ",49.99,2,black,Chiffon,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Low round neckline,Plain,Slip,Knee length,Short,Short,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,Yes
93,trendy,trendy,Calvin Klein,"STRAPPY TWISTED DRESS ",64.99,2,off-white,Rib,"93% viscose, 7% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Bodycon dresses,Spaghetti straps,Plain,"Adjustable straps, embroidery",Knee length,Spaghetti straps,Spaghetti straps,"29.0 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,Yes
94,sporty,sporty,GANT,"LOCK UP HOODIE DRESS ",76.99,2,grey,Sweat,"87% cotton, 13% polyester",100% polyester,Machine wash at 40Â°C,Hood,Asymmetrical,Zip,Hooded dresses,Low v-neck,Prints in general,Slip,Short,"23.0 "" (Size S)",Spaghetti straps,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size 8)",No,No,No,No,No
95,casual chic,casual chic,Superdry,"BEACH CAMI ",31.49,1,yellow,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Floral,Slip,Short,Spaghetti straps,Spaghetti straps,"34.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,Yes,No,No,No
96,girly,girly,Anna Field,Day dress,30.99,1,black/pink,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,V-neck,Floral,Slip,Short,"23.5 "" (Size 8)",Long,"35.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No
97,trendy,trendy,WAL G.,"SACHA FRILL DRESS ",45.99,2,dark green,Jersey,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,Slip,Maxi/long,Sleeveless,Sleeveless,"59.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 8)",No,No,No,No,Yes
98,edgy,edgy,Bruuns Bazaar,"CHECKA JANY DRESS ",119.99,3,black/white,Chiffon,"97% polyester, 3% elastane",100% polyester,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Square neckline,Checked,Slip,Calf length,"17.5 "" (Size 8)",Elbow length,"42.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","8.5 "" (Size 8)",No,No,No,No,No
99,girly,girly,Pieces,"PCANG SQUARE NECK DRESS ",17.99,1,pastel blue,Jersey,"95% cotton, 5% elastane",100% polyester,"Machine wash at 40Â°C, do not tumble dry",Standing collar,Asymmetrical,Zip,Wrap dresses,Spaghetti straps,Plain,Slip,Short,Sleeveless,Sleeveless,"37.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size 8)",No,No,No,No,Yes
100,classic,classic,Marc Cain,Day dress,269.99,5,pink,Jersey,"59% viscose, 33% polyamide, 8% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,Inseam pockets,Calf length,"24.5 "" (Size 10)",Long,"44.5 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,yes,No,No,No
101,sporty,sporty,JDY,"JDYIVY DRESS ",17.99,1,pastel blue,Sweat,"62% cotton, 38% polyester",100% polyester,"Machine wash at 40Â°C, do not tumble dry",Standing collar,Asymmetrical,Zip,Wrap dresses,Round neckline,Plain,Slip,Knee length,Short,Short,"40.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
102,alternative,alternative,Esqualo,"DRESS SMOCK IMPRESSION ",104.99,3,multi-coloured,Chiffon,100% viscose,100% viscose,Dry clean only,Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Floral,"Bust darts, belt included, slip",Calf length,"25.0 "" (Size 8)",Long,"45.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
103,girly,girly,Vero Moda,"VMFIE SHORT DRESS ",37.39,1,black,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Laces,Wrap dresses,V-neck,Polka dot,Slip,Short,Elbow length,Elbow length,"32.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","13.0 "" (Size S)",No,No,No,No,No
104,casual chic,trendy,PS Paul Smith,"DRESS ",309.99,5,multi-coloured,Satin,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Floral,Bust darts,Calf length,Sleeveless,Sleeveless,"45.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","12.5 "" (Size 8)",No,No,No,No,No
105,girly,girly,Vila,VIMALIANA V,29.74,1,pastel blue,Chiffon,100% polyester,100% polyester,Machine wash at 30Â°C,Standing collar,Asymmetrical,Zip,Accentuating the waist,Low v-neck,Plain,Belt included,Short,"22.0 "" (Size 8)",Long,"33.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No
106,classic,classic,Anna Field,"Occasion mini bodycon dress with mesh short sleeves ",26.24,1,dark green,Jersey,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Bodycon dresses,Low round neckline,Plain,Rhinestones,Knee length,Short,Short,"37.0 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size 8)",No,No,yes,No,No
107,alternative,alternative,Desigual,"CALENDULA ",94.99,3,black,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Prints in general,Slip,Short,"26.0 "" (Size M)",Long,"34.5 "" (Size M)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size M","13.5 "" (Size M)",Yes,No,No,No,No
108,classic,classic,Massimo Dutti,"IN WICKELOPTIK  ",119.0,3,burgundy,Chiffon,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Zip,Wrap dresses,Low v-neck,Plain,"Belt included, elasticated waist",Calf length,Long,Long,"51.5 "" (Size M)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
109,girly,girly,Only,"ONLOLIVIA DRESS ",25.99,1,pastel green,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,Asymmetrical,Laces,Wrap dresses,Low v-neck,Floral,Bust darts,Knee length,Short,Short,"34.5 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
110,casual chic,casual chic,Only,"PRIME  ",26.24,1,black,Chiffon,"98% viscose, 2% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,Asymmetrical,Button,Accentuating the waist,Low v-neck,Plain,Belt included,Calf length,"22.5 "" (Size S)",Long,"47.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size 8)",No,No,No,No,No
