,Style,Link,Brand,Dress name ,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Article number,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?
882,,https://www.zalando.co.uk/only-onlinc-fenja-dress-shift-dress-flame-orange-on321c2qj-h11.html,Only,ONLINC FENJA DRESS ,21.99,1,orange,Rib,"95% cotton, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Bodycon dresses,Round neckline,Floral,--,ON321C2QJ-H11,Short,Sleeveless,Sleeveless,"34.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size S",--,No,No,No,No,No
883,,https://www.zalando.co.uk/glamorous-tall-fixed-wrap-front-smock-dress-with-long-sleeves-day-dress-black-glc21c03e-q11.html,Glamorous,FIXED WRAP FRONT SMOCK DRESS WITH LONG SLEEVES ,28.99,1,black,--,"55% cotton, 45% polyester",100% cotton,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Wrap dresses,Low v-neck,Plain,Slip,GLC21C03E-Q11,Short,"25.0 "" (Size 8)",Long,"35.0 "" (Size 8)",Loose Fit,Loose fit,--,"17.5 "" (Size 8)",No,No,No,No,No
884,,https://www.zalando.co.uk/vila-paya-day-dress-black-v1021c2vh-q12.html,Vila,PAYA ,30.99,1,black,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Do not bleach",--,--,Button,,Round neckline,Floral,--,V1021C2VH-Q12,Knee length,Short,Short,"36.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
885,,https://www.zalando.co.uk/mango-day-dress-noir-m9121c5fc-q11.html,Mango,DALIA H ,39.99,1,black/white,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",--,--,Zip,,Round neckline,Paisley,--,M9121C5FC-Q11,Short,Sleeveless,Sleeveless,--,Slim Fit,Slim fit,--,--,No,No,No,No,No
886,,https://www.zalando.co.uk/guess-by-marciano-aurora-dress-cocktail-dress-party-dress-grey-2gu21c09e-t11.html,Guess by Marciano,AURORA DRESS ,179.99,4,grey,Satin,100% polyester,100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",Polo shirt,--,Zip,Polo dresses,--,Floral,"Lined fastener, underskirt",2GU21C09E-T11,Knee length,"25.0 "" (Size 10)",Long,"39.5 "" (Size 10)",Regular Fit,Regular fit,--,"16.0 "" (Size 10)",No,No,No,No,No
887,,https://www.zalando.co.uk/lindex-day-dress-dark-navy-l2e21c02d-k11.html,Lindex,Day dress,39.99,1,dark green,--,100% cotton,--,"Machine wash at 40Â°C, do not tumble dry",Standing collar,--,--,,--,Floral,"Bust darts, border",L2E21C02D-K11,--,"25.5 "" (Size 10/12)",Long,"37.0 "" (Size 10/12)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 10/12","16.5 "" (Size 10/12)",No,No,No,No,No
888,,https://www.zalando.co.uk/vero-moda-vmlisa-dress-day-dress-black-ve121c2q9-q11.html,Vero Moda,VMLISA DRESS ,35.99,1,black,--,100% cotton,--,--,--,--,--,,Low v-neck,Plain,Bow,VE121C2Q9-Q11,Knee length,Extra short,Short,"38.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",--,No,No,No,No,Yes
889,,https://www.zalando.co.uk/cinq-a-sept-kaya-dress-day-dress-navy-cig21c00u-k11.html,Cinq Ã  Sept,KAYA DRESS ,315.00,5,navy,--,100% polyester,100% polyester,Dry clean only,Standing collar,--,Zip,,--,Plain,--,CIG21C00U-K11,Short,"25.5 "" (Size 8)",Long,"33.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
890,,https://www.zalando.co.uk/never-fully-dressed-petite-lucy-print-clash-dress-cocktail-dress-party-dress-orange-nez21c01k-h11.html,Never Fully Dressed,LUCY PRINT CLASH DRESS ,104.99,3,bright multi-coloured,--,"98% polyester, 2% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Zip,,Low v-neck,Prints in general,--,NEZ21C01K-H11,Maxi/long,"23.5 "" (Size 8)",Long,"51.0 "" (Size 8)",Regular Fit,Regular fit,--,"13.5 "" (Size 8)",No,No,No,No,No
891,,https://www.zalando.co.uk/vero-moda-curve-vmolga-day-dress-laurel-wreath-vee21c0cd-q11.html,Vero Moda,VMOLGA ,26.34,1,army green,--,100% polyester,--,--,--,--,--,Wrap dresses,Low v-neck,Floral,Bust darts,VEE21C0CD-Q11,Short,"19.5 "" (Size 16)",Long,"38.0 "" (Size 16)",Regular Fit,Regular fit,--,"15.5 "" (Size 16)",No,No,No,No,No
892,,https://www.zalando.co.uk/retrofete-gabrielle-robe-cocktail-dress-party-dress-chocolata-r0w21c007-o12.html,retrofÃªte,GABRIELLE ROBE ,455.00,5,gold,--,100% viscose,100% viscose,Dry clean only,--,--,Belt,Wrap dresses,Low v-neck,--,Sequins,R0W21C007-O12,Extra short,"23.5 "" (Size S)",Long,"27.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size S",--,No,No,yes,No,No
893,,https://www.zalando.co.uk/alberta-ferretti-dress-embroidered-cocktail-dress-party-dress-mustardgold-af321c02e-e11.html,Alberta Ferretti,DRESS EMBROIDERED ,910.00,5,yellow,"Lace, tulle",100% polyester,"90% acetate, 5% silk, 5% elastane",Dry clean only,--,--,Zip,,Round neckline,Plain,"Slip, border, embroidery",AF321C02E-E11,Short,"22.0 "" (Size 10)",Long,"35.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 10)",No,No,No,No,No
894,,https://www.zalando.co.uk/hollister-co-best-is-back-day-dress-blue-floral-h0421c055-k11.html,Hollister Co.,BEST IS BACK ,34.99,1,pastel blue,Jersey,"92% polyester, 8% elastane",100% polyester,Machine wash at 30Â°C,--,--,--,,Spaghetti straps,Floral,"Adjustable straps, bow",H0421C055-K11,Calf length,Spaghetti straps,Spaghetti straps,"47.0 "" (Size SxL)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size SxL",--,No,No,No,No,Yes
895,,https://www.zalando.co.uk/vero-moda-vmfie-mini-dress-day-dress-birchblack-ve121c34d-a11.html,Vero Moda,VMFIE MINI DRESS ,34.99,1,white,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Wrap dresses,Low v-neck,Polka dot,"Belt included, bust darts, slip",VE121C34D-A11,Short,"26.5 "" (Size S)",Long,"32.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","17.0 "" (Size S)",No,No,No,No,No
896,,https://www.zalando.co.uk/marc-opolo-denim-dress-sleeve-elastic-cuff-day-dress-tangled-vines-op521c06g-n11.html,Marc'o polo,DRESS SLEEVE ELASTIC CUFF ,99.99,3,grey,--,100% lyocell,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Button,,Round neckline,Plain,Bust darts,OP521C06G-N11,Knee length,"18.5 "" (Size S)",Elbow length,"36.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,No
897,,https://www.zalando.co.uk/only-onlsophia-dress-day-dress-black-on321c206-q11.html,Only,ONLSOPHIA DRESS ,29.74,1,black/white,Tulle,"95% polyester, 5% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Wrap dresses,Low v-neck,Animal Prints in general,--,ON321C206-Q11,Calf length,"23.5 "" (Size 10)",Long,"46.5 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10",--,No,No,No,No,No
898,,https://www.zalando.co.uk/selected-femme-slfiona-short-dress-day-dress-violet-tulip-se521c144-i11.html,Selected Femme,SLFIONA SHORT DRESS ,59.99,2,pastel purple,Chiffon,"98% polyester, 2% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,Button,Accentuating the waist,--,Plain,Belt included,SE521C144-I11,Short,Elbow length,Elbow length,"35.5 "" (Size 8)",Loose Fit,Loose fit,--,"19.5 "" (Size 8)",Yes,No,No,No,No
899,,https://www.zalando.co.uk/2nd-day-loretta-day-dress-khaki-s3821c06i-n11.html,2nd Day,LORETTA  ,94.99,3,army green,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Button,,Round neckline,Plain,--,S3821C06I-N11,Short,Short,Short,--,Loose Fit,Loose fit,--,--,Yes,No,No,No,No
900,,https://www.zalando.co.uk/lauren-ralph-lauren-occasion-wear-mascarpone-cream-l4221c1cs-a11.html,Ralph Lauren,OFF THE SHOULDER GOWN ,219.99,5,white,Jersey,"89% polyester, 11% elastane","94% polyester, 6% elastane","Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Zip,,Boat neckline (wide),Plain,"Bust darts, slip",L4221C1CS-A11,Maxi/long,Extra short,Short,"57.5 "" (Size 10)",Slim Fit,Slim fit,--,--,No,No,No,No,No
901,,https://www.zalando.co.uk/mamalicious-mlzelma-dress-day-dress-dusty-olive-m6429f126-n11.html,MAMALICIOUS,MLZELMA DRESS ,44.99,2,army green,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,Button,Accentuating the waist,--,Floral,Belt included,M6429F126-N11,Knee length,"24.5 "" (Size 8)",Long,"39.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
902,,https://www.zalando.co.uk/missguided-shirred-strap-dress-cocktail-dress-party-dress-pink-m0q21c23c-j11.html,Missguided,SHIRRED STRAP DRESS ,21.99,1,pink,--,"95% polyester, 5% elastane",--,Machine wash at 30Â°C,--,--,Zip,,Spaghetti straps,Plain,Bust darts,M0Q21C23C-J11,Short,Spaghetti straps,Spaghetti straps,"30.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,Yes
903,,https://www.zalando.co.uk/superdry-day-dress-black-su221c0ne-q11.html,Superdry,Day dress,59.99,2,black,--,"58% cupro, 42% viscose",--,--,--,--,--,,Spaghetti straps,Plain,--,SU221C0NE-Q11,Knee length,Spaghetti straps,Spaghetti straps,--,Slim Fit,Slim fit,--,--,No,No,No,No,Yes
904,,https://www.zalando.co.uk/gap-party-tie-waist-dress-day-dress-true-black-gp021c0kd-q11.html,GAP,PARTY TIE WAIST DRESS ,43.99,2,black,Satin,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Accentuating the waist,Low v-neck,Plain,Belt included,GP021C0KD-Q11,Short,"23.5 "" (Size S)",Long,"35.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","15.0 "" (Size S)",No,No,No,No,No
905,,https://www.zalando.co.uk/vila-vidiana-flounce-dress-day-dress-winetasting-v1021c2f4-g11.html,Vila,VIDIANA FLOUNCE DRESS ,30.99,1,burgundy,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Accentuating the waist,Round neckline,Floral,"Belt included, bust darts",V1021C2F4-G11,Knee length,Short,Short,"38.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No
906,,https://www.zalando.co.uk/esprit-light-day-dress-black-colorway-es121c235-q11.html,Esprit,LIGHT  ,29.99,1,black,--,100% viscose,--,"Do not bleach, do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Button,,Round neckline,Prints in general,--,ES121C235-Q11,Short,Long,Long,--,Loose Fit,Loose fit,--,--,No,No,No,No,No
907,,https://www.zalando.co.uk/yas-yasboom-dress-day-dress-black-flowers-y0121c1r5-q11.html,Yas,YASBOOM DRESS ,69.99,2,black,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Peter pan collar,--,--,,Round neckline,Floral,"Bust darts, slip",Y0121C1R5-Q11,Short,"25.0 "" (Size S)",Long,"33.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,No
908,,https://www.zalando.co.uk/only-onlfia-wrap-dress-day-dress-foerst-night-bandana-on321c2td-k11.html,Only,ONLFIA WRAP DRESS ,26.34,1,army green,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",--,--,--,Wrap dresses,Low v-neck,Paisley,"Belt included, slip",ON321C2TD-K11,Knee length,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No
909,,https://www.zalando.co.uk/edc-by-esprit-dress-day-dress-blue-ed121c0wl-k11.html,Esprit,DRESS ,44.99,2,black multi-coloured,--,100% viscose,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,V-neck,--,Slip,ED121C0WL-K11,Short,"25.0 "" (Size 10)",Long,"35.0 "" (Size 10)",Regular Fit,Regular fit,--,"15.0 "" (Size 10)",No,No,No,No,No
910,,https://www.zalando.co.uk/mango-day-dress-rozowy-m9121c5iw-j11.html,Mango,VOLE,35.99,1,pink,--,100% cotton,100% viscose,"Do not tumble dry, machine wash at 30Â°C",--,--,--,,Round neckline,Plain,--,M9121C5IW-J11,Short,Elbow length,Elbow length,--,Loose Fit,Loose fit,--,--,No,No,No,No,No
912,,https://www.zalando.co.uk/tom-tailor-denim-dress-maxi-dress-blue-to721c0cw-t11.html,TOM TAILOR,PRINTED  ,54.99,2,navy,Tulle,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C",Mandarin collar,--,--,,Round neckline,Floral,Slip,TO721C0CW-T11,Calf length,Long,Long,--,Slim Fit,Slim fit,--,--,No,No,No,No,No
913,,https://www.zalando.co.uk/missguided-petite-puffball-shirt-dress-day-dress-khaki-m0v21c0n5-n11.html,Missguided,PUFFBALL SHIRT DRESS ,30.99,1,army green,--,100% cotton,100% polyester,Machine wash at 30Â°C,Turn-down collar,--,Button,Button down dresses,--,Plain,"Covered fastener, elasticated waist, belt included",M0V21C0N5-N11,Short,Elbow length,Elbow length,"30.5 "" (Size 8)",Regular Fit,Regular fit,--,"13.0 "" (Size 8)",No,No,No,No,No
914,,https://www.zalando.co.uk/mango-capril-h-day-dress-senfgelb-m9121c5ir-e11.html,Mango,CAPRIL,59.99,2,yellow,--,"55% linen, 45% viscose",--,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",Lapel collar,--,--,,Low v-neck,Plain,Elasticated waist,M9121C5IR-E11,Calf length,Sleeveless,Sleeveless,--,Regular Fit,Regular fit,--,--,No,No,No,No,No
915,,https://www.zalando.co.uk/billabong-spring-romance-day-dress-pink-lady-bi721c056-j11.html,Billabong,SPRING ROMANCE ,59.99,2,pastel pink,--,100% viscose,--,Hand wash only,--,--,Laces,Wrap dresses,Low v-neck,Floral,--,BI721C056-J11,Short,"24.5 "" (Size S)",Long,"33.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,No
916,,https://www.zalando.co.uk/esqualo-day-dress-red-esm21c02b-g11.html,Esqualo,COLORFUL IMPRESSION ,94.99,3,pink,--,100% viscose,100% viscose,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Button,Accentuating the waist,V-neck,Paisley,"Belt included, slip",ESM21C02B-G11,Knee length,"21.5 "" (Size 8)",Long,"40.0 "" (Size 8)",Regular Fit,Regular fit,--,"14.0 "" (Size 8)",No,No,No,No,No
917,,https://www.zalando.co.uk/designers-remix-sandra-bow-dress-day-dress-black-dea21c04u-q11.html,DESIGNERS REMIX,SANDRA BOW DRESS ,299.99,5,black,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",Standing collar,--,Button,,--,Plain,"Bow, border, embroidery",DEA21C04U-Q11,Extra short,"25.5 "" (Size 8)",Long,"34.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No
918,,https://www.zalando.co.uk/vero-moda-vmnatasha-patchwork-dress-day-dress-navy-blazerchina-bluemahoganybirch-ve121c3by-k11.html,Vero Moda,VMNATASHA DRESS ,34.99,1,blue,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Zip,,Round neckline,Floral,Slip,VE121C3BY-K11,Short,Short,Short,"39.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No
919,,https://www.zalando.co.uk/marc-opolo-denim-dress-roundneck-shortsleeve-day-dress-blue-op521c06a-k11.html,Marc'o polo,DRESS ROUNDNECK SHORTSLEEVE ,89.99,3,pastel blue,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Round neckline,Plain,Bust darts,OP521C06A-K11,Knee length,Short,Short,"35.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","18.5 "" (Size S)",No,No,No,No,No
920,,https://www.zalando.co.uk/staud-mini-wells-dress-day-dress-rust-s5f21c007-g11.html,STAUD,MINI WELLS DRESS ,169.99,4,burnt orange,--,"98% cotton, 2% elastane",100% cotton,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Zip,,Square neckline,Plain,Slip,S5F21C007-G11,Knee length,Sleeveless,Sleeveless,"36.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","15.5 "" (Size 10)",No,No,No,No,No
921,,https://www.zalando.co.uk/naf-naf-day-dress-folkitou-ecru-na521c17w-t11.html,NAF NAF,FOLKITOU ,89.99,3,multi-coloured,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,,Low v-neck,Paisley,--,NA521C17W-T11,Knee length,"25.5 "" (Size 8)",Long,"34.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
922,,https://www.zalando.co.uk/envii-day-dress-foxy-fox-ei421c075-a11.html,Envii,ENCORK DRESS ,69.99,2,white multi-coloured,--,100% cotton,--,--,Standing collar,--,Zip,,--,Prints in general,--,EI421C075-A11,Short,"25.0 "" (Size S)",Long,"35.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",Yes,No,No,No,No
923,,https://www.zalando.co.uk/ichi-petite-afilikke-day-dress-pureed-pumpkin-icg21c00x-t11.html,ICHI,AFILIKKE ,64.99,2,multi-coloured,Chiffon,100% polyester,100% polyester,"Machine wash at 40Â°C, do not tumble dry",--,--,--,Accentuating the waist,Low v-neck,Floral,"Belt included, slip",ICG21C00X-T11,Calf length,Long,Long,--,Regular Fit,Regular fit,--,--,No,No,No,No,No
924,,https://www.zalando.co.uk/superdry-jersey-dress-grey-slub-grindle-su221c0pf-c11.html,Superdry,COLLEGE CREW ,25.00,1,grey,Sweat,100% cotton,--,"Do not bleach, do not tumble dry",--,--,--,,Round neckline,Prints in general,--,SU221C0PF-C11,Short,Long,Long,--,Oversized,Loose fit,--,--,No,No,No,No,No
925,,https://www.zalando.co.uk/moschino-teddy-buttons-cocktail-dress-party-dress-red-6mo21c028-g11.html,MOSCHINO,TEDDY BUTTONS ,"1,210,00",5,red,--,"51% silk, 49% acetate","89% acetate, 6% elastane, 5% silk",Dry clean only,--,--,Zip,,Low v-neck,Plain,"Slip, decorative buttons",6MO21C028-G11,Knee length,Elbow length,Elbow length,"40.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 10)",No,No,No,No,No
926,,https://www.zalando.co.uk/persona-by-marina-rinaldi-dora-day-dress-blu-marino-pq021c03u-k11.html,Persona by Marina Rinaldi,DORA ,149.99,4,navy,--,"98% polyester, 2% elastane",--,--,--,--,--,,Round neckline,Plain,--,PQ021C03U-K11,Calf length,3/4 length,Elbow length,--,Loose Fit,Loose fit,--,--,No,No,No,No,No
927,,https://www.zalando.co.uk/vila-virilla-v-neck-ankle-dress-occasion-wear-misty-rose-v1021c2w5-j11.html,Vila,VIRILLA ,52.24,2,pastel pink,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Volant/frill collar,--,Zip,,Low v-neck,Plain,"Bust darts, slip",V1021C2W5-J11,Maxi/long,Extra short,Short,"56.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,Yes
928,,https://www.zalando.co.uk/superdry-day-dress-mid-wash-blue-su221c0nw-k11.html,Superdry,Day dress,39.99,1,pastel blue,--,100% lyocell,--,--,--,--,--,,V-neck,--,--,SU221C0NW-K11,--,Sleeveless,Sleeveless,--,--,,--,--,No,No,No,No,No
929,,https://www.zalando.co.uk/esprit-collection-day-dress-anthracite-es421c1mb-q11.html,Esprit,RELAXED FIT ,59.00,2,navy,--,"53% viscose, 47% polyamide",--,"Do not tumble dry, machine wash at 30Â°C, Do not bleach",--,--,--,,Round neckline,Plain,--,ES421C1MB-Q11,Knee length,Short,Short,--,Regular Fit,Regular fit,--,--,No,No,No,No,No
930,,https://www.zalando.co.uk/monki-day-dress-black-dark-moq21c0br-q11.html,Monki,Cocktail dress / Party dress,22.00,1,black,Satin,"97% polyester, 3% elastane",--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,,Spaghetti straps,Plain,--,MOQ21C0BR-Q11,Short,Spaghetti straps,Spaghetti straps,"33.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","13.5 "" (Size 10)",No,No,No,No,Yes
931,,https://www.zalando.co.uk/vila-curve-vietna-short-dress-day-dress-dill-v0h21c00t-m11.html,Vila,3/4 SHORT ,34.99,1,green,--,100% polyester,100% cotton,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,,V-neck,Striped,"Elasticated waist, bust darts",V0H21C00T-M11,Short,Elbow length,Elbow length,"38.0 "" (Size 18)",Loose Fit,Loose fit,--,"17.5 "" (Size 18)",No,No,No,No,No
933,,https://www.zalando.co.uk/naf-naf-justine-cocktail-dress-party-dress-lipstick-na521c18b-g11.html,NAF NAF,JUSTINE ,49.99,2,red,Tulle,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Zip,,Low v-neck,Plain,"Slip, bow",NA521C18B-G11,Short,Elbow length,Elbow length,--,Regular Fit,Regular fit,--,--,No,No,No,No,No
934,,https://www.zalando.co.uk/love-copenhagen-kelva-dress-cocktail-dress-party-dress-pitch-black-l1g21c059-q11.html,Love Copenhagen,KELVA DRESS ,139.99,4,black,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,Button,,Round neckline,--,Slip,L1G21C059-Q11,Calf length,"25.0 "" (Size 8)",Long,"53.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8",--,No,No,No,No,No
