link,heading1,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,,,,,,,,,,,,,,,,,,,,
https://www.zalando.co.uk/forever-new-savannah-asymm-cowl-midi-dress-cocktail-dress-party-dress-navy-fod21c0fu-k11.html,Forever New,SAVANNAH ASYMM COWL MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£109.99,navy,--,--,Satin,--,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",--,Asymmetrical,--,Zip,Backless,Plain,Adjustable straps,FOD21C0FU-K11,Calf-length,Spaghetti straps,"50.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","13.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/forever-new-savannah-asymm-cowl-midi-dress-cocktail-dress-party-dress-navy-fod21c0fu-k11.html,Forever New,SAVANNAH ASYMM COWL MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£109.99,sage,--,--,Satin,--,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",--,Asymmetrical,--,Zip,Backless,Plain,Adjustable straps,FOD21C0FU-K11,Calf-length,Spaghetti straps,"50.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","13.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/anna-field-cocktail-dress-party-dress-dark-red-an621c1or-g11.html,Anna Field,Cocktail dress / Party dress,,Cocktail Dresses,Â£29.74,dark red,--,--,--,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Cache-coeur,Plain,Bust darts,AN621C1OR-G11,Calf-length,"18.5 "" (Size 8)","44.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-imaani-strappy-midi-dress-cocktail-dress-party-dress-electric-blue-wg021c0nz-k11.html,WAL G.,IMAANI STRAPPY MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£34.99,electric blue,--,--,Jersey,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,V-neck,Plain,--,WG021C0NZ-K11,Knee-length,Sleeveless,"41.5 "" (Size 10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-belle-v-neck-lace-skater-dress-cocktail-dress-party-dress-blackblush-pink-wg021c0sn-q11.html,WAL G.,BELLE V NECK LACE SKATER DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£38.99,black/blush pink,--,--,Lace,--,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Low-cut v-neck,Plain,"Padded bust, wired bustier",WG021C0SN-Q11,Short,Sleeveless,"32.5 "" (Size 10)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 10","13.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tfnc-sorean-mini-cocktail-dress-party-dress-black-tf121c0kw-q12.html,TFNC,SOREAN MINI , Cocktail dress / Party dress,Cocktail Dresses,Â£36.99,black,--,--,Chiffon,--,100% polyester,100% polyester,Hand wash only,--,--,--,Zip,Cache-coeur,Plain,Slip,TF121C0KW-Q12,Extra short,Sleeveless,"35.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tfnc-sorean-mini-cocktail-dress-party-dress-black-tf121c0kw-q12.html,TFNC,SOREAN MINI , Cocktail dress / Party dress,Cocktail Dresses,Â£36.99,black,--,--,Chiffon,--,100% polyester,100% polyester,Hand wash only,--,--,--,Zip,Cache-coeur,Plain,Slip,TF121C0KW-Q12,Extra short,Sleeveless,"35.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tfnc-sorean-mini-cocktail-dress-party-dress-black-tf121c0kw-q12.html,TFNC,SOREAN MINI , Cocktail dress / Party dress,Cocktail Dresses,Â£36.99,burgundy,--,--,Chiffon,--,100% polyester,100% polyester,Hand wash only,--,--,--,Zip,Cache-coeur,Plain,Slip,TF121C0KW-Q12,Extra short,Sleeveless,"35.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tfnc-sorean-mini-cocktail-dress-party-dress-black-tf121c0kw-q12.html,TFNC,SOREAN MINI , Cocktail dress / Party dress,Cocktail Dresses,Â£36.99,forest green,--,--,Chiffon,--,100% polyester,100% polyester,Hand wash only,--,--,--,Zip,Cache-coeur,Plain,Slip,TF121C0KW-Q12,Extra short,Sleeveless,"35.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/missguided-cut-out-bodycon-midi-dress-cocktail-dress-party-dress-burgundy-m0q21c24n-g11.html,Missguided,CUT OUT BODYCON MIDI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£34.99,burgundy,--,--,"Mesh, satin",--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Crew neck,Plain,--,M0Q21C24N-G11,Calf-length,Spaghetti straps,"47.0 "" (Size 8)",Bodycon,"Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/evenandodd-cocktail-dress-party-dress-black-ev421c17u-q11.html,Even&Odd,Cocktail dress / Party dress,,Cocktail Dresses,Â£32.99,black,--,--,Jersey,--,"73% viscose, 23% polyester, 4% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Lapel collar,--,--,--,--,Plain,"Belt included, decorative buttons",EV421C17U-Q11,Short,"25.0 "" (Size 10)","36.0 "" (Size 10)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/evenandodd-cocktail-dress-party-dress-black-ev421c17u-q11.html,Even&Odd,Cocktail dress / Party dress,,Cocktail Dresses,Â£32.99,light blue,--,--,Jersey,--,"73% viscose, 23% polyester, 4% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Lapel collar,--,--,--,--,Plain,"Belt included, decorative buttons",EV421C17U-Q11,Short,"25.0 "" (Size 10)","36.0 "" (Size 10)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tfnc-sorean-mini-dress-cocktail-dress-party-dress-forest-green-tf121c0oh-m11.html,TFNC,SOREAN MINI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£36.99,forest green,--,--,Chiffon,--,100% polyester,100% polyester,Hand wash only,--,--,--,Zip,Cache-coeur,Plain,Slip,TF121C0OH-M11,Short,Sleeveless,"34.5 "" (Size 10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 10","12.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/tfnc-sorean-mini-dress-cocktail-dress-party-dress-forest-green-tf121c0oh-m11.html,TFNC,SOREAN MINI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£36.99,burgundy,--,--,Chiffon,--,100% polyester,100% polyester,Hand wash only,--,--,--,Zip,Cache-coeur,Plain,Slip,TF121C0OH-M11,Short,Sleeveless,"34.5 "" (Size 10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 10","12.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/anna-field-cocktail-dress-party-dress-red-an621c1pw-g11.html,Anna Field,Cocktail dress / Party dress,,Cocktail Dresses,Â£29.99,red,--,--,Lace,--,"56% polyamide, 44% cotton",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Scoop neck,Plain,Slip,AN621C1PW-G11,Knee-length,Sleeveless,"40.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","12.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/anna-field-cocktail-dress-party-dress-red-an621c1pw-g11.html,Anna Field,Cocktail dress / Party dress,,Cocktail Dresses,Â£29.99,dark blue,--,--,Lace,--,"56% polyamide, 44% cotton",100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Scoop neck,Plain,Slip,AN621C1PW-G11,Knee-length,Sleeveless,"40.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","12.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/sister-jane-orchard-oversized-mini-dress-cocktail-dress-party-dress-black-qs021c07a-q11.html,Sister Jane,ORCHARD OVERSIZED MINI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£109.99,black,--,--,--,--,100% polyester,"97% polyester, 3% elastane",Dry clean only,Standing collar,--,--,--,Low-cut v-neck,Floral,"Embroidery, slip, bow",QS021C07A-Q11,Short,"22.5 "" (Size S)","32.0 "" (Size S)",Oversized,--,"15.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/esprit-collection-sequin-cocktail-dress-party-dress-gunmetal-es421c1il-q11.html,Esprit Collection,SEQUIN  , Cocktail dress / Party dress,Cocktail Dresses,Â£104.99,gunmetal ,--,--,--,--,"95% polyester, 5% elastane","93% viscose, 7% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Backless,Plain,"Slip, sequins",ES421C1IL-Q11,Knee-length,"25.0 "" (Size S)","37.0 "" (Size S)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-jessy-perforated-midi-dress-cocktail-dress-party-dress-forest-green-wg021c0qi-m11.html,WAL G.,JESSY PERFORATED MIDI DRESS , Shift dress,Cocktail Dresses,Â£45.99,forest green,--,--,--,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Low-cut v-neck,Plain,"Slip, wired bustier",WG021C0QI-M11,Knee-length,Short,"43.5 "" (Size 10)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-gary-dress-cocktail-dress-party-dress-electric-blue-wg021c0r8-k11.html,WAL G.,GARY DRESS , Shift dress,Cocktail Dresses,Â£34.99,electric blue,--,--,Jersey,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Backless,Plain,--,WG021C0R8-K11,Short,Short,"37.0 "" (Size 10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-vipartina-dress-cocktail-dress-party-dress-bodacious-pink-v1021c2oq-j11.html,Vila,VIPARTINA DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£30.99,bodacious pink,--,--,Jersey,--,"88% polyester, 12% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Cache-coeur,Plain,Slip,V1021C2OQ-J11,Knee-length,Long,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-vipartina-dress-cocktail-dress-party-dress-bodacious-pink-v1021c2oq-j11.html,Vila,VIPARTINA DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£30.99,black,--,--,Jersey,--,"88% polyester, 12% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Cache-coeur,Plain,Slip,V1021C2OQ-J11,Knee-length,Long,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-vipartina-dress-cocktail-dress-party-dress-bodacious-pink-v1021c2oq-j11.html,Vila,VIPARTINA DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£30.99,high risk red,--,--,Jersey,--,"88% polyester, 12% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Cache-coeur,Plain,Slip,V1021C2OQ-J11,Knee-length,Long,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/vila-vipartina-dress-cocktail-dress-party-dress-bodacious-pink-v1021c2oq-j11.html,Vila,VIPARTINA DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£30.99,mazarine blue,--,--,Jersey,--,"88% polyester, 12% elastane",100% polyester,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Cache-coeur,Plain,Slip,V1021C2OQ-J11,Knee-length,Long,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-vlera-bodycon-dress-cocktail-dress-party-dress-navy-blue-wg021c0qx-k11.html,WAL G.,VLERA BODYCON DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£37.99,navy blue,--,--,Jersey,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Low-cut v-neck,Plain,--,WG021C0QX-K11,Short,"Spaghetti straps, short","34.5 "" (Size 10)",Bodycon,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/sister-jane-cocktail-dress-party-dress-blue-qs021c077-k11.html,Sister Jane,ELEMENT SEQUIN CAMI DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£84.99,blue,--,--,--,--,100% polyester,"95% polyester, 5% elastane","Do not tumble dry, Do not wash",--,--,--,Zip,Backless,--,"Adjustable straps, slip, sequins",QS021C077-K11,Calf-length,Spaghetti straps,"50.0 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size S","13.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/naf-naf-lazale-cocktail-dress--party-dress-na521c0mb-q11.html,NAF NAF,LAZALE , Cocktail dress / Party dress,Cocktail Dresses,From Â£44.99,video overlay,--,--,Chiffon,--,100% polyester,"97% viscose, 3% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Backless,Plain,"Elasticated waist, slip",NA521C0MB-Q11,Knee-length,Elbow length,"39.0 "" (Size 10)",Fitted waist,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/naf-naf-lazale-cocktail-dress--party-dress-na521c0mb-q11.html,NAF NAF,LAZALE , Cocktail dress / Party dress,Cocktail Dresses,From Â£44.99,noir,--,--,Chiffon,--,100% polyester,"97% viscose, 3% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Backless,Plain,"Elasticated waist, slip",NA521C0MB-Q11,Knee-length,Elbow length,"39.0 "" (Size 10)",Fitted waist,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/naf-naf-lazale-cocktail-dress--party-dress-na521c0mb-q11.html,NAF NAF,LAZALE , Cocktail dress / Party dress,Cocktail Dresses,From Â£44.99,lipstick,--,--,Chiffon,--,100% polyester,"97% viscose, 3% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Backless,Plain,"Elasticated waist, slip",NA521C0MB-Q11,Knee-length,Elbow length,"39.0 "" (Size 10)",Fitted waist,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/nly-by-nelly-thin-strap-detail-dress-cocktail-dress-party-dress-black-neg21c0ho-q11.html,Nly by Nelly,THIN STRAP DETAIL DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£34.99,black,--,--,Jersey,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Scoop neck,Plain,--,NEG21C0HO-Q11,Calf-length,"24.5 "" (Size S)","47.0 "" (Size S)",Bodycon,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/anna-field-cocktail-dress-party-dress-bordeauxblack-an621c1qj-g11.html,Anna Field,Jersey dress,,Cocktail Dresses,Â£26.34,bordeaux/black,--,--,Jersey,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Floral,Bust darts,AN621C1QJ-G11,Short,Extra short,"38.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/anna-field-cocktail-dress-party-dress-bordeauxblack-an621c1qj-g11.html,Anna Field,Jersey dress,,Cocktail Dresses,Â£26.34,black/pink,--,--,Jersey,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Floral,Bust darts,AN621C1QJ-G11,Short,Extra short,"38.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-vanya-one-shoulder-skater-dress-cocktail-dress-party-dress-navy-blue-wg021c0qz-k11.html,WAL G.,VANYA ONE SHOULDER SKATER DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£38.99,navy blue,--,--,--,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Backless,Plain,Border,WG021C0QZ-K11,Short,"Strapless, sleeveless","35.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/noa-noa-essential-dressy-cocktail-dress-party-dress-cinder-nn121e0bp-o11.html,Noa Noa,ESSENTIAL DRESSY , Cocktail dress / Party dress,Cocktail Dresses,Â£99.99,cinder,--,--,--,--,100% viscose,--,--,--,--,--,--,Low-cut v-neck,Plain,Bust darts,NN121E0BP-O11,Short,"21.5 "" (Size 8)","36.5 "" (Size 8)",Oversized,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/anna-field-cocktail-dress-party-dress-bordeaux-an621c1pl-g11.html,Anna Field,Cocktail dress / Party dress,,Cocktail Dresses,Â£31.49,bordeaux,--,--,"Jersey, Knit",--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,V-neck,Plain,--,AN621C1PL-G11,Short,"17.0 "" (Size 8)","36.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,"92% polyamide, 8% elastane",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-bernadette-dress-cocktail-dress-party-dress-red-wg021c0pr-g11.html,WAL G.,BERNADETTE DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£37.99,red,--,--,Jersey,--,"95% polyester, 5% elastane","95% polyester, 5% elastane",--,Standing collar,--,--,Button,--,Plain,Zip fastening,WG021C0PR-G11,Knee-length,Sleeveless,"44.0 "" (Size 10)",Bodycon,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/monki-day-dress-black-dark-moq21c0br-q11.html,Monki,Cocktail dress / Party dress,,Cocktail Dresses,Â£22.00,black dark,--,--,Satin,--,"97% polyester, 3% elastane",--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,--,Backless,Plain,--,MOQ21C0BR-Q11,Short,Spaghetti straps,"33.0 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10","13.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/monki-day-dress-black-dark-moq21c0br-q11.html,Monki,Cocktail dress / Party dress,,Cocktail Dresses,Â£22.00,blue dark ,--,--,Satin,--,"97% polyester, 3% elastane",--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,--,Backless,Plain,--,MOQ21C0BR-Q11,Short,Spaghetti straps,"33.0 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10","13.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/monki-day-dress-black-dark-moq21c0br-q11.html,Monki,Cocktail dress / Party dress,,Cocktail Dresses,Â£22.00,pink light,--,--,Satin,--,"97% polyester, 3% elastane",--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,--,Backless,Plain,--,MOQ21C0BR-Q11,Short,Spaghetti straps,"33.0 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10","13.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/wal-g-annie-one-shoulder-skater-dress-cocktail-dress-party-dress-mint-wg021c0p0-m11.html,WAL G.,ANNIE ONE SHOULDER SKATER DRESS , Cocktail dress / Party dress,Cocktail Dresses,Â£35.99,mint,--,--,--,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Zip,Low-cut v-neck,Plain,Padded bust,WG021C0P0-M11,Short,Sleeveless,"34.5 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
