cv_predicted,IndexID,Style,Link,Brand,"Dress name ",Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?
sporty,59,sporty,https://www.zalando.co.uk/polo-ralph-lauren-basic-day-dress-carmel-pink-po221c06e-j11.html,Polo Ralph Lauren,"COTTON MESH POLO DRESS ",139.99,4,pink,PiquÃ©,100% cotton,,"Machine wash at 30Â°C, Machine wash on gentle cycle",Polo shirt,,,Polo dresses,,Plain,,Short,Short,Short,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size S",,No,No,No,No,No
alternative,60,girly,https://www.zalando.co.uk/only-petite-onlolivia-wrap-dress-day-dress-blackredshore-op421c09z-q11.html,Only,"ONLOLIVIA WRAP DRESS ",25.99,1,black/red,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,Laces,Wrap dresses,Low v-neck,Floral,Bust darts,Knee length,Short,Short,,Regular Fit,Regular fit,,,No,No,No,No,No
alternative,61,alternative,https://www.zalando.co.uk/knowledgecotton-apparel-heather-shape-lasered-out-flower-dress-vegan-day-dress-total-eclipse-kn221c00e-k11.html,KnowledgeCotton Apparel,"HEATHER SHAPE LASERED OUT FLOWER DRESS VEGAN ",119.99,3,navy,,100% cotton,100% cotton,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Round neckline,Floral,"Bust darts, slip",Knee length,Elbow length,Elbow length,"35.5 "" (Size S)",Loose Fit,Loose fit,,"14.0 "" (Size S)",No,No,No,No,No
trendy,62,trendy,https://www.zalando.co.uk/tory-burch-day-dress-french-cream-t0721c01g-a12.html,Tory Burch,Day dress,310.0,5,green,,100% cotton,,Hand wash only,Standing collar,,,,Low v-neck,Prints in general,"Border, tassels, rhinestones",Extra short,"24.5 "" (Size S)",Long,"32.5 "" (Size S)",Loose Fit,Loose fit,,"15.5 "" (Size S)",Yes,No,yes,No,No
sporty,63,sporty,https://www.zalando.co.uk/moss-copenhagen-ima-dress-day-dress-caribou-m0y21c08d-o11.html,Moss Copenhagen,"IMA DRESS ",64.99,2,brown,Jersey,"72% viscose, 23% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Plain,Elasticated waist,Short,"24.0 "" (Size S/M)",Long,"36.0 "" (Size S/M)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S/M",,No,No,No,No,No
classic,64,classic,https://www.zalando.co.uk/mango-rosa-a-day-dress-lichtpastelgrijs-m9121c5l7-b11.html,Mango,"ROSA A ",69.99,2,off-white,Satin,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",,,Button,,Round neckline,Plain,,Calf length,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No
classic,65,classic,https://www.zalando.co.uk/only-onlalice-dress-day-dress-black-on321c2ov-q11.html,Only,"ONLALICE DRESS ",30.99,1,black,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,Button,Accentuating the waist,Round neckline,Plain,"Belt included, slip",Short,3/4 length,Elbow length,,Regular Fit,Regular fit,,,No,No,yes,No,No
trendy,66,trendy,https://www.zalando.co.uk/love-moschino-day-dress-black-lo921c063-q11.html,Love Moschino,Day dress,199.99,4,black,Jersey,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Plain,Rhinestones,Short,"24.5 "" (Size 12)",Long,"37.5 "" (Size 12)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 12",,No,No,yes,No,No
edgy,67,edgy,https://www.zalando.co.uk/alice-olivia-katrice-puff-mini-cocktail-dress-party-dress-black-a2n21c00s-q11.html,Alice + Olivia,"KATRICE PUFF MINI ",450.0,5,black,Satin,"91% silk, 9% elastane","94% polyester, 6% elastane",Dry clean only,,,Zip,Bodycon dresses,Square neckline,Plain,Shoulder pads,Extra short,"16.5 "" (Size 8)",Elbow length,"36.0 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,yes,No
girly,68,girly,https://www.zalando.co.uk/wal-g-harper-off-the-shoulder-skater-dress-cocktail-dress-party-dress-camel-wg021c0se-b11.html,WAL G.,"HARPER OFF THE SHOULDER SKATER DRESS ",49.99,2,sand,Lace,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C",,,Zip,,Strapless,Plain,Slip,Short,"14.0 "" (Size 10)",Elbow length,"30.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","15.0 "" (Size 10)",No,No,No,No,Yes
edgy,69,casual chic,https://www.zalando.co.uk/object-objmila-dress-day-dress-black-ob121c0pq-q11.html,Object,"OBJMILA GIA  ",43.99,2,black,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",,,,,Low v-neck,Plain,Slip,Short,"22.0 "" (Size 8)",Long,"36.0 "" (Size 8)",Regular Fit,Regular fit,,"15.5 "" (Size 8)",No,No,No,No,No
sporty,70,sporty,https://www.zalando.co.uk/tommy-hilfiger-interlock-hoodie-short-dress-day-dress-desert-sky-to121c0k7-k11.html,Tommy Hilfiger,"INTERLOCK HOODIE SHORT DRESS ",76.99,2,black,Sweat,"64% cotton, 36% polyester",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,,Zip,Hooded dresses,,Plain,"Inseam pockets, elasticated waist",Short,"25.0 "" (Size S)",Long,"35.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No
casual chic,71,casual chic,https://www.zalando.co.uk/only-onllaurence-day-dress-black-on321c2sn-q11.html,Only,"ONLLAURENCE  ",34.99,1,black,Tulle,100% polyester,100% polyester,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",,,,,Low v-neck,Plain,Slip,Short,"24.0 "" (Size S)",Long,"34.0 "" (Size S)",Regular Fit,Regular fit,,"13.5 "" (Size S)",Yes,No,No,No,No
edgy,72,alternative,https://www.zalando.co.uk/superdry-day-dress-autumn-ditsy-gold-su221c0nh-f11.html,Superdry,Day dress,39.99,1,yellow,,100% viscose,,,,,,Wrap dresses,Low v-neck,,,,,,,,,,,No,No,No,No,No
alternative,73,alternative,https://www.zalando.co.uk/superdry-day-dress-apple-red-su221c0np-g11.html,Superdry,Day dress,59.99,2,red,,100% cotton,,,,,,,V-neck,Plain,,Knee length,Spaghetti straps,Spaghetti straps,,Slim Fit,Slim fit,,,No,No,No,No,No
sporty,74,sporty,https://www.zalando.co.uk/jdy-jdymary-dress-day-dress-dark-grey-melange-jy121c0g3-c12.html,JDY,"JDYMARY DRESS ",25.99,1,grey,Sweat,"65% polyester, 35% viscose",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,,,Hooded dresses,,Plain,,Knee length,"25.0 "" (Size S)",Long,"40.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No
classic,75,classic,https://www.zalando.co.uk/anna-field-day-dress-brown-an621c1ph-o11.html,Anna Field,Day dress,30.99,1,orange,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Round neckline,Plain,Bust darts,Knee length,"17.5 "" (Size 8)",Elbow length,"36.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No
classic,76,classic,https://www.zalando.co.uk/swing-cocktail-dress-party-dress-smaraggold-sg721c0jy-m11.html,Swing,Jersey dress,114.99,3,black/green,Jersey,"95% polyester, 5% elastane","92% polyester, 8% elastane","Do not tumble dry, machine wash at 30Â°C",,,Zip,,Boat neckline (wide),Striped,"Inseam pockets, bust darts",Knee length,"17.5 "" (Size 10)",Elbow length,"34.5 "" (Size 10)",Slim Fit,Slim fit,,"15.0 "" (Size 10)",No,No,No,No,Yes
girly,77,girly,https://www.zalando.co.uk/billabong-day-trippin-day-dress-lime-bi721c05j-e11.html,Billabong,"DAY TRIPPIN ",54.99,2,pastel yellow,,100% viscose,,Hand wash only,,,Laces,,Low v-neck,Floral,Bust darts,Short,Short,Short,"33.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","15.5 "" (Size S)",Yes,No,No,No,No
casual chic,78,casual chic,https://www.zalando.co.uk/summery-copenhagen-josefine-short-sleeves-day-dress-emerald-cec21c03z-m11.html,SUMMERY Copenhagen,"JOSEFINE ",194.99,4,green,,100% cotton,,Hand wash only,,,,,Round neckline,,Bust darts,Knee length,Short,Short,"43.5 "" (Size S)",Loose Fit,Loose fit,,"15.5 "" (Size S)",Yes,No,No,No,No
edgy,79,edgy,https://www.zalando.co.uk/allsaints-tigi-kiku-dress-day-dress-brown-a0q21c0gw-o11.html,AllSaints,"TIGI KIKU DRESS ",129.99,4,brown,Satin,"97% polyester, 3% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Animal Prints in general,Adjustable straps,Calf length,Spaghetti straps,Spaghetti straps,"46.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,No
alternative,80,classic,https://www.zalando.co.uk/vila-vitinny-new-dress-jersey-dress-darkest-spruce-v1021c0mm-m15.html,Vila,"VITINNY ",23.99,1,dark green,Jersey,"79% polyester, 18% viscose, 3% elastane",,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",,,Zip,,Round neckline,Plain,Bust darts,Short,"17.5 "" (Size S)",Elbow length,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No
casual chic,81,girly,https://www.zalando.co.uk/vila-vipassa-strap-short-dress-day-dress-mars-red-v1021c2hv-g11.html,Vila,"VIPASSA STRAP SHORT DRESS ",34.99,1,red,Mesh,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Floral,Slip,Knee length,Sleeveless,Sleeveless,"36.0 "" (Size S)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No
girly,82,girly,https://www.zalando.co.uk/only-onlolivia-wrap-dress-day-dress-blue-mirage-on321c1rr-k12.html,Only,"ONLOLIVIA DRESS ",25.99,1,blue,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,Laces,Wrap dresses,Low v-neck,Floral,Bust darts,Knee length,Short,Short,,Slim Fit,Slim fit,,,No,No,No,No,No
trendy,83,trendy,https://www.zalando.co.uk/calvin-klein-mix-media-tank-dress-day-dress-magnetic-yellow-6ca21c05x-e11.html,Calvin Klein,"MIX MEDIA TANK DRESS ",199.99,4,yellow,Jersey,"90% lyocell, 10% silk",,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low round neckline,Plain,,Maxi/long,Sleeveless,Sleeveless,"54.5 "" (Size S)",Regular Fit,Regular fit,,,No,No,No,No,No
girly,84,girly,https://www.zalando.co.uk/hollister-co-woven-midi-dress-day-dress-blue-h0421c05j-k11.html,Hollister Co.,"WOVEN MIDI DRESS  ",48.99,2,blue,,100% viscose,,Machine wash at 30Â°C,,,Laces,,Square neckline,Floral,,Calf length,"15.5 "" (Size SxL)",Elbow length,"47.0 "" (Size SxL)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size SxL",,No,No,No,No,Yes
classic,85,classic,https://www.zalando.co.uk/part-two-aminase-day-dress-della-robbia-blue-p2121c0e7-k11.html,Part Two,"AMINASE ",94.99,3,blue,,100% linen,,"Do not tumble dry, machine wash at 30Â°C",,,,,Low v-neck,Plain,"Inseam pockets, bust darts",Knee length,Short,Short,"39.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No
girly,86,girly,https://www.zalando.co.uk/lace-and-beads-avalon-wrap-maxi-occasion-wear-sage-ls721c0dp-m11.html,Lace & Beads,"AVALON WRAP MAXI ",109.99,3,pastel green,Chiffon,100% polyester,100% polyester,,Standing collar,,Zip,Wrap dresses,Round neckline,Plain,"Slip, sequins",Maxi/long,Sleeveless,Sleeveless,,Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,yes,No,No
alternative,87,alternative,https://www.zalando.co.uk/mbym-day-dress-morrisa-print-mb121c0en-h11.html,mbyM,"LECIA ",79.99,2,orange,,100% viscose,,,,,Button,,Henley neckline,Prints in general,,Knee length,Short,Short,,Regular Fit,Regular fit,,,No,No,No,No,No
trendy,88,trendy,https://www.zalando.co.uk/designers-remix-valerie-slip-cocktail-dress-party-dress-light-grey-dea21c03k-c11.html,DESIGNERS REMIX,"VALERIE ",119.99,3,grey,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Plain,Bust darts,Calf length,Spaghetti straps,Spaghetti straps,,Regular Fit,Regular fit,,,Yes,No,No,No,No
edgy,89,edgy,https://www.zalando.co.uk/banana-republic-essential-dress-day-dress-black-bj721c0gy-q11.html,Banana Republic,"ESSENTIAL DRESS ",63.74,2,black,Satin,100% polyester,,Machine wash at 30Â°C,,,,Accentuating the waist,Low v-neck,Plain,Belt included,Short,"21.5 "" (Size S)",Long,"38.0 "" (Size S)",Regular Fit,Regular fit,,"20.0 "" (Size S)",No,Yes,No,No,No
classic,90,classic,https://www.zalando.co.uk/vero-moda-vmsimply-easy-shirt-dress-day-dress-black-ve121c2ti-q11.html,Vero Moda,"VMSIMPLY EASY SHIRT DRESS ",29.69,1,black,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Mandarin collar,,Button,Accentuating the waist,Round neckline,Floral,"Belt included, bust darts",Calf length,"23.5 "" (Size S)",Long,"48.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","12.5 "" (Size S)",No,No,No,No,No
girly,91,girly,https://www.zalando.co.uk/derhy-day-dress-ecru-rd521c0lm-t11.html,Derhy,"ACACIA ROBE ",74.99,2,pastel purple,,100% viscose,,"Do not tumble dry, Hand wash only",Standing collar,,,,Low v-neck,Floral,Decorative buttons,Knee length,"21.5 "" (Size S)",Long,"38.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","19.5 "" (Size S)",No,No,No,No,No
classic,92,classic,https://www.zalando.co.uk/mango-carol-day-dress-zwart-m9121c5iy-q11.html,Mango,"CAROL ",49.99,2,black,,100% cotton,,"Do not tumble dry, machine wash at 30Â°C",,,Zip,,Low round neckline,Plain,,Knee length,Short,Short,,Regular Fit,Regular fit,,,No,No,No,No,Yes
trendy,93,trendy,https://www.zalando.co.uk/calvin-klein-jeans-strappy-twisted-dress-shift-dress-eggshell-c1821c0a9-a11.html,Calvin Klein,"STRAPPY TWISTED DRESS ",64.99,2,off-white,Rib,"93% viscose, 7% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Bodycon dresses,Spaghetti straps,Plain,"Adjustable straps, embroidery",Knee length,Spaghetti straps,Spaghetti straps,"29.0 "" (Size S)",Bodycon,Slim fit,,,No,No,No,No,Yes
sporty,94,sporty,https://www.zalando.co.uk/gant-lock-up-hoodie-dress-day-dress-ga321c03z-c11.html,GANT,"LOCK UP HOODIE DRESS ",76.99,2,grey,Sweat,"87% cotton, 13% polyester",,Machine wash at 40Â°C,Hood,,,Hooded dresses,,Prints in general,,Short,"23.0 "" (Size S)",Spaghetti straps,"34.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No
casual chic,95,casual chic,https://www.zalando.co.uk/superdry-day-dress-autumn-ditsy-gold-su221c0oe-h11.html,Superdry,"BEACH CAMI ",31.49,1,yellow,,100% viscose,,,,,,,Round neckline,Floral,,Short,Spaghetti straps,Spaghetti straps,,Loose Fit,Loose fit,,,No,Yes,No,No,No
girly,96,girly,https://www.zalando.co.uk/anna-field-day-dress-blackpink-an621c1l8-q11.html,Anna Field,Day dress,30.99,1,black/pink,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,V-neck,Floral,Slip,Short,"23.5 "" (Size 8)",Long,"35.0 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No
trendy,97,trendy,https://www.zalando.co.uk/wal-g-sacha-frill-dress-occasion-wear-forest-green-wg021c0rc-m11.html,WAL G.,"SACHA FRILL DRESS ",45.99,2,dark green,Jersey,"95% polyester, 5% elastane",,,,,,,Round neckline,Plain,,Maxi/long,Sleeveless,Sleeveless,"59.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 10",,No,No,No,No,Yes
edgy,98,edgy,https://www.zalando.co.uk/bruuns-bazaar-checka-jany-dress-day-dress-blackwhite-br321c08z-q11.html,Bruuns Bazaar,"CHECKA JANY DRESS ",119.99,3,black/white,,"97% polyester, 3% elastane",,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",,,,,Square neckline,Checked,,Calf length,"17.5 "" (Size 8)",Elbow length,"42.0 "" (Size 8)",Regular Fit,Regular fit,,"8.5 "" (Size 8)",No,No,No,No,No
girly,99,girly,https://www.zalando.co.uk/pieces-pcang-square-neck-dress-day-dress-little-boy-blue-pe321c18v-k11.html,Pieces,"PCANG SQUARE NECK DRESS ",17.99,1,pastel blue,Jersey,"95% cotton, 5% elastane",,"Machine wash at 40Â°C, do not tumble dry",,,,,Spaghetti straps,Plain,,Short,Sleeveless,Sleeveless,"37.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,Yes
classic,100,classic,https://www.zalando.co.uk/marc-cain-day-dress-super-pink-m4r21c083-j11.html,Marc Cain,Day dress,269.99,5,pink,Jersey,"59% viscose, 33% polyamide, 8% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,,,,Plain,Inseam pockets,Calf length,"24.5 "" (Size 10)",Long,"44.5 "" (Size 10)",Loose Fit,Loose fit,,,No,yes,No,No,No
sporty,101,sporty,https://www.zalando.co.uk/jdy-jdyivy-dress-day-dress-della-robbia-blue-jy121c0dg-k13.html,JDY,"JDYIVY DRESS ",17.99,1,pastel blue,Sweat,"62% cotton, 38% polyester",,"Machine wash at 40Â°C, do not tumble dry",,,,,Round neckline,Plain,,Knee length,Short,Short,"40.0 "" (Size S)",Regular Fit,Regular fit,,,No,No,No,No,No
alternative,102,alternative,https://www.zalando.co.uk/esqualo-day-dress-multi-coloured-esm21c02c-t11.html,Esqualo,"DRESS SMOCK IMPRESSION ",104.99,3,multi-coloured,Chiffon,100% viscose,100% viscose,Dry clean only,,,,Wrap dresses,Low v-neck,Floral,"Bust darts, belt included, slip",Calf length,"25.0 "" (Size 8)",Long,"45.5 "" (Size 8)",Regular Fit,Regular fit,,"14.0 "" (Size 8)",No,No,No,No,No
girly,103,girly,https://www.zalando.co.uk/vero-moda-petite-vmfie-short-dress-day-dress-black-vm021c0cg-q11.html,Vero Moda,"VMFIE SHORT DRESS ",37.39,1,black,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Standing collar,,Laces,,V-neck,Polka dot,Slip,Short,Elbow length,Elbow length,"32.5 "" (Size S)",Loose Fit,Loose fit,,"13.0 "" (Size S)",No,No,No,No,No
casual chic,104,trendy,https://www.zalando.co.uk/ps-paul-smith-dress-cocktail-dress-party-dress-black-ps721c037-q11.html,PS Paul Smith,"DRESS ",309.99,5,multi-coloured,Satin,100% viscose,,"Do not tumble dry, machine wash at 30Â°C",,,Zip,,Low v-neck,Floral,Bust darts,Calf length,Sleeveless,Sleeveless,"45.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size 8","12.5 "" (Size 8)",No,No,No,No,No
girly,105,girly,https://www.zalando.co.uk/vila-petite-vimaliana-v-neck-belt-dress-day-dress-english-manor-vip21c043-k11.html,Vila,VIMALIANA V,29.74,1,pastel blue,Chiffon,100% polyester,100% polyester,Machine wash at 30Â°C,,,,Accentuating the waist,Low v-neck,Plain,Belt included,Short,"22.0 "" (Size 8)",Long,"33.0 "" (Size 8)",Loose Fit,Loose fit,,"14.5 "" (Size 8)",No,No,No,No,No
classic,106,classic,https://www.zalando.co.uk/anna-field-occasion-mini-bodycon-dress-with-mesh-short-sleeves-cocktail-dress-party-dress-dark-green-an621c1oy-m11.html,Anna Field,"Occasion mini bodycon dress with mesh short sleeves ",26.24,1,dark green,Jersey,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Bodycon dresses,Low round neckline,Plain,Rhinestones,Knee length,Short,Short,"37.0 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,yes,No,No
alternative,107,alternative,https://www.zalando.co.uk/desigual-day-dress-black-de121c0yj-q11.html,Desigual,"CALENDULA ",94.99,3,black,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Prints in general,,Short,"26.0 "" (Size M)",Long,"34.5 "" (Size M)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size M","13.5 "" (Size M)",Yes,No,No,No,No
classic,108,classic,https://www.zalando.co.uk/massimo-dutti-satiniertes-day-dress-bordeaux-m3i21c0i8-g11.html,Massimo Dutti,"IN WICKELOPTIK  ",119.0,3,burgundy,,100% viscose,,,,,,Wrap dresses,Low v-neck,Plain,"Belt included, elasticated waist",Calf length,Long,Long,"51.5 "" (Size M)",Regular Fit,Regular fit,,,No,No,No,No,No
girly,109,girly,https://www.zalando.co.uk/only-tall-onlolivia-dress-day-dress-chinois-green-ond21c05c-m11.html,Only,"ONLOLIVIA DRESS ",25.99,1,pastel green,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",,,Laces,Wrap dresses,Low v-neck,Floral,Bust darts,Knee length,Short,Short,,Slim Fit,Slim fit,,,No,No,No,No,No
casual chic,110,casual chic,https://www.zalando.co.uk/only-onlprime-midi-shirt-dress-day-dress-black-on321c2s8-q12.html,Only,"PRIME  ",26.24,1,black,,"98% viscose, 2% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,Accentuating the waist,Low v-neck,Plain,Belt included,Calf length,"22.5 "" (Size S)",Long,"47.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No
