,Unnamed: 0,Brand,Dress name ,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,cv_predicted
79,902,Missguided,SHIRRED STRAP DRESS ,21.99,1,pink,,"95% polyester, 5% elastane",,Machine wash at 30Â°C,,,Zip,,Spaghetti straps,Plain,Bust darts,Short,Spaghetti straps,Spaghetti straps,"30.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,Yes,girly
80,903,Superdry,Day dress,59.99,2,black,,"58% cupro, 42% viscose",,,,,,,Spaghetti straps,Plain,,Knee length,Spaghetti straps,Spaghetti straps,,Slim Fit,Slim fit,,,No,No,No,No,Yes,edgy
81,904,GAP,PARTY TIE WAIST DRESS ,43.99,2,black,Satin,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Accentuating the waist,Low v-neck,Plain,Belt included,Short,"23.5 "" (Size S)",Long,"35.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","15.0 "" (Size S)",No,No,No,No,No,casual chic
82,905,Vila,VIDIANA FLOUNCE DRESS ,30.99,1,burgundy,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Accentuating the waist,Round neckline,Floral,"Belt included, bust darts",Knee length,Short,Short,"38.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No,casual chic
83,906,Esprit,LIGHT  ,29.99,1,black,,100% viscose,,"Do not bleach, do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Round neckline,Prints in general,,Short,Long,Long,,Loose Fit,Loose fit,,,No,No,No,No,No,alternative
84,907,Yas,YASBOOM DRESS ,69.99,2,black,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Peter pan collar,,,,Round neckline,Floral,"Bust darts, slip",Short,"25.0 "" (Size S)",Long,"33.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,No,casual chic
85,908,Only,ONLFIA WRAP DRESS ,26.34,1,army green,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",,,,Wrap dresses,Low v-neck,Paisley,"Belt included, slip",Knee length,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No,alternative
86,909,Esprit,DRESS ,44.99,2,black multi-coloured,,100% viscose,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,V-neck,,Slip,Short,"25.0 "" (Size 10)",Long,"35.0 "" (Size 10)",Regular Fit,Regular fit,,"15.0 "" (Size 10)",No,No,No,No,No,casual chic
87,910,Mango,VOLE,35.99,1,pink,,100% cotton,100% viscose,"Do not tumble dry, machine wash at 30Â°C",,,,,Round neckline,Plain,,Short,Elbow length,Elbow length,,Loose Fit,Loose fit,,,No,No,No,No,No,girly
88,912,TOM TAILOR,PRINTED  ,54.99,2,navy,Tulle,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C",Mandarin collar,,,,Round neckline,Floral,Slip,Calf length,Long,Long,,Slim Fit,Slim fit,,,No,No,No,No,No,casual chic
89,913,Missguided,PUFFBALL SHIRT DRESS ,30.99,1,army green,,100% cotton,100% polyester,Machine wash at 30Â°C,Turn-down collar,,Button,Button down dresses,,Plain,"Covered fastener, elasticated waist, belt included",Short,Elbow length,Elbow length,"30.5 "" (Size 8)",Regular Fit,Regular fit,,"13.0 "" (Size 8)",No,No,No,No,No,edgy
90,914,Mango,CAPRIL,59.99,2,yellow,,"55% linen, 45% viscose",,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",Lapel collar,,,,Low v-neck,Plain,Elasticated waist,Calf length,Sleeveless,Sleeveless,,Regular Fit,Regular fit,,,No,No,No,No,No,alternative
91,915,Billabong,SPRING ROMANCE ,59.99,2,pastel pink,,100% viscose,,Hand wash only,,,Laces,Wrap dresses,Low v-neck,Floral,,Short,"24.5 "" (Size S)",Long,"33.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,No,girly
92,916,Esqualo,COLORFUL IMPRESSION ,94.99,3,pink,,100% viscose,100% viscose,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,Accentuating the waist,V-neck,Paisley,"Belt included, slip",Knee length,"21.5 "" (Size 8)",Long,"40.0 "" (Size 8)",Regular Fit,Regular fit,,"14.0 "" (Size 8)",No,No,No,No,No,trendy
93,917,DESIGNERS REMIX,SANDRA BOW DRESS ,299.99,5,black,,100% cotton,,"Do not tumble dry, machine wash at 30Â°C",Standing collar,,Button,,,Plain,"Bow, border, embroidery",Extra short,"25.5 "" (Size 8)",Long,"34.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",No,No,No,No,No,girly
94,918,Vero Moda,VMNATASHA DRESS ,34.99,1,blue,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Round neckline,Floral,Slip,Short,Short,Short,"39.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size S","14.0 "" (Size S)",No,No,No,No,No,alternative
95,919,Marc'o polo,DRESS ROUNDNECK SHORTSLEEVE ,89.99,3,pastel blue,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Round neckline,Plain,Bust darts,Knee length,Short,Short,"35.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","18.5 "" (Size S)",No,No,No,No,No,classic
96,920,STAUD,MINI WELLS DRESS ,169.99,4,burnt orange,,"98% cotton, 2% elastane",100% cotton,"Machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Square neckline,Plain,Slip,Knee length,Sleeveless,Sleeveless,"36.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","15.5 "" (Size 10)",No,No,No,No,No,alternative
97,921,NAF NAF,FOLKITOU ,89.99,3,multi-coloured,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Low v-neck,Paisley,,Knee length,"25.5 "" (Size 8)",Long,"34.5 "" (Size 8)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,alternative
98,922,Envii,ENCORK DRESS ,69.99,2,white multi-coloured,,100% cotton,,,Standing collar,,Zip,,,Prints in general,,Short,"25.0 "" (Size S)",Long,"35.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S","14.0 "" (Size S)",Yes,No,No,No,No,girly
99,923,ICHI,AFILIKKE ,64.99,2,multi-coloured,Chiffon,100% polyester,100% polyester,"Machine wash at 40Â°C, do not tumble dry",,,,Accentuating the waist,Low v-neck,Floral,"Belt included, slip",Calf length,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No,casual chic
100,924,Superdry,COLLEGE CREW ,25.0,1,grey,Sweat,100% cotton,,"Do not bleach, do not tumble dry",,,,,Round neckline,Prints in general,,Short,Long,Long,,Oversized,Loose fit,,,No,No,No,No,No,sporty
101,925,MOSCHINO,TEDDY BUTTONS ,,5,red,,"51% silk, 49% acetate","89% acetate, 6% elastane, 5% silk",Dry clean only,,,Zip,,Low v-neck,Plain,"Slip, decorative buttons",Knee length,Elbow length,Elbow length,"40.0 "" (Size 10)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 10","14.0 "" (Size 10)",No,No,No,No,No,casual chic
102,926,Persona by Marina Rinaldi,DORA ,149.99,4,navy,,"98% polyester, 2% elastane",,,,,,,Round neckline,Plain,,Calf length,3/4 length,Elbow length,,Loose Fit,Loose fit,,,No,No,No,No,No,classic
103,927,Vila,VIRILLA ,52.24,2,pastel pink,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Volant/frill collar,,Zip,,Low v-neck,Plain,"Bust darts, slip",Maxi/long,Extra short,Short,"56.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,Yes,girly
104,928,Superdry,Day dress,39.99,1,pastel blue,,100% lyocell,,,,,,,V-neck,,,,Sleeveless,Sleeveless,,,,,,No,No,No,No,No,girly
105,929,Esprit,RELAXED FIT ,59.0,2,navy,,"53% viscose, 47% polyamide",,"Do not tumble dry, machine wash at 30Â°C, Do not bleach",,,,,Round neckline,Plain,,Knee length,Short,Short,,Regular Fit,Regular fit,,,No,No,No,No,No,classic
106,930,Monki,Cocktail dress / Party dress,22.0,1,black,Satin,"97% polyester, 3% elastane",,"Machine wash at 40Â°C, do not tumble dry",,,,,Spaghetti straps,Plain,,Short,Spaghetti straps,Spaghetti straps,"33.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 10","13.5 "" (Size 10)",No,No,No,No,Yes,edgy
107,931,Vila,3/4 SHORT ,34.99,1,green,,100% polyester,100% cotton,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,,,V-neck,Striped,"Elasticated waist, bust darts",Short,Elbow length,Elbow length,"38.0 "" (Size 18)",Loose Fit,Loose fit,,"17.5 "" (Size 18)",No,No,No,No,No,edgy
108,933,NAF NAF,JUSTINE ,49.99,2,red,Tulle,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Low v-neck,Plain,"Slip, bow",Short,Elbow length,Elbow length,,Regular Fit,Regular fit,,,No,No,No,No,No,casual chic
109,934,Love Copenhagen,KELVA DRESS ,139.99,4,black,,100% polyester,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Round neckline,,Slip,Calf length,"25.0 "" (Size 8)",Long,"53.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,No,classic
110,935,Saint Tropez,Day dress,49.99,2,black,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",Standing collar,,,,Low v-neck,Floral,,Knee length,Elbow length,Elbow length,"38.0 "" (Size M)",Oversized,Loose fit,"Our model is 5' 10""  tall and is wearing size M",,No,No,No,No,No,edgy
111,936,Superdry,Day dress,44.99,2,army green,,100% viscose,,"Do not bleach, do not tumble dry",,,,,Round neckline,Plain,,Calf length,Sleeveless,Sleeveless,,Regular Fit,Regular fit,,,No,No,No,No,No,alternative
112,937,Esqualo,DRESS SHORT PLISSE HEARTS ON FIRE ,84.99,3,purple,,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,,Laces,,,Prints in general,Slip,Knee length,Long,Long,"37.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,edgy
113,938,Pieces,PCBEAUTY STRAP TIE DRESS ,23.99,1,pastel green,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",,,Laces,,Spaghetti straps,Floral,Bust darts,Short,Spaghetti straps,Spaghetti straps,"34.5 "" (Size S)",Regular Fit,Regular fit,,,No,No,No,No,Yes,alternative
114,939,Adidas,Day dress,42.95,2,pastel pink,Jersey,100% cotton,,"Do not tumble dry, machine wash at 30Â°C, Do not iron",,,Zip,,Round neckline,Plain,,Knee length,Short,Short,,Loose Fit,Loose fit,,,No,No,No,No,No,unknown
115,940,Ralph Lauren,ONE SHOULDER GOWN ,174.99,4,navy,Jersey,"95% polyester, 5% elastane","95% polyester, 5% elastane",Hand wash only,,Asymmetrical,,Bodycon dresses,strapless,Plain,,Maxi/long,One shoulder,One shoulder,"55.0 "" (Size 8)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",,No,No,No,No,No,trendy
116,941,Faithfull the brand,FRANCESCA MIDI DRESS ,290.0,5,white,,100% linen,100% viscose,Hand wash only,,,,,Low v-neck,Plain,"Adjustable straps, slip, bow",Calf length,Spaghetti straps,Spaghetti straps,"47.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 8""  tall and is wearing size S",,No,No,No,No,No,girly
117,942,Rebecca Minkoff,GIGI DRESS ,264.99,5,black/red,,100% viscose,,Dry clean only,,,Button,,Round neckline,Floral,,Short,"24.0 "" (Size S)",Long,"35.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 11""  tall and is wearing size S","16.0 "" (Size S)",No,No,No,No,No,edgy
118,943,Vero Moda,VMADAREBECCA SHORT DRESS  ,16.19,1,army green,Jersey,"60% cotton, 40% polyester",,"Machine wash at 40Â°C, do not tumble dry",,,,,Henley neckline,Plain,Adjustable straps,Knee length,Spaghetti straps,Spaghetti straps,"40.0 "" (Size S)",Regular Fit,Regular fit,,,No,No,No,No,No,alternative
119,944,Ralph Lauren,FLORAL SURPLICE JERSEY DRESS ,164.99,4,black,Jersey,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,Wrap dresses,Low v-neck,Prints in general,,Short,Long,Long,,Slim Fit,Slim fit,,,No,No,No,No,No,casual chic
120,945,Vanessa Bruno,SELVA ,309.99,5,black,,"73% acetate, 27% viscose",,Dry clean only,Standing collar,,,Accentuating the waist,Low v-neck,Plain,"Belt included, inseam pockets",Knee length,"22.0 "" (Size 10)",Long,"38.0 "" (Size 10)",Regular Fit,Regular fit,,"18.5 "" (Size 10)",No,yes,No,No,No,casual chic
121,946,AllSaints,ILISHA DRESS ,399.99,5,black,Tulle,100% polyester,100% polyester,Dry clean only,,,Button,,Round neckline,,"Shoulder pads, slip, rhinestones",Short,Sleeveless,Sleeveless,"33.0 "" (Size 8)",Regular Fit,Regular fit,,"15.5 "" (Size 8)",No,No,yes,yes,No,edgy
122,947,Calvin Klein,HOODIE DRESS ,103.99,3,grey,Sweat,"64% cotton, 36% polyester",,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,,,Hooded dresses,,Plain,,Short,"24.0 "" (Size S)",Long,"34.5 "" (Size S)",Loose Fit,Loose fit,,,No,No,No,No,No,sporty
123,948,MICHAEL Michael Kors,HALTER CHAIN ,234.99,5,red,Chiffon,100% polyester,100% polyester,Dry clean only,,,Hook fasteningÂ ,,Round neckline,Plain,Slip,Calf length,Sleeveless,Sleeveless,"53.5 "" (Size S)",Regular Fit,Regular fit,,"10.0 "" (Size S)",No,No,No,No,No,girly
124,949,HUGO,KALI ,239.0,5,dark green,,100% polyester,100% polyester,"Clean with leather care products, do not tumble dry, Hand wash only",,,Zip,,Round neckline,Plain,"Bust darts, slip",Short,Short,Short,,Regular Fit,Regular fit,,,No,No,No,No,No,alternative
125,950,Vero Moda,VMOCTAVIALS HOODIE DRESS ,23.99,1,grey,Sweat,"60% cotton, 40% polyester",,Machine wash at 40Â°C,Hood,,,Hooded dresses,,Plain,,Short,"20.5 "" (Size S)",Long,"34.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S",,No,No,No,No,No,sporty
126,951,Patrizia Pepe,ABITO DRESS ,319.99,5,black,,100% viscose,,Hand wash only,Volant/frill collar,,,Accentuating the waist,,Plain,"Belt included, bust darts",Short,"26.5 "" (Size 10)",Long,"34.5 "" (Size 10)",Regular Fit,Regular fit,,"15.5 "" (Size 10)",Yes,No,No,No,No,trendy
127,952,Sand Copenhagen,Day dress,239.99,5,white,,"65% linen, 35% lyocell",,"Do not tumble dry, machine wash at 30Â°C",,,Zip,,Square neckline,Plain,Inseam pockets,Knee length,Sleeveless,Sleeveless,"42.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","17.5 "" (Size 8)",No,yes,No,No,No,girly
128,953,Mango,BEA,49.99,2,off-white,,"55% viscose, 45% polyamide",,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable",Turn-down collar,,,Button down dresses,,Plain,,Knee length,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No,unknown
129,954,Monki,Day dress,26.0,1,pastel blue,,100% cotton,,Machine wash at 40Â°C,,,,,Square neckline,Floral,,Knee length,Short,Short,"35.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","15.0 "" (Size S)",No,No,No,No,Yes,girly
130,955,Esprit,Day dress,29.99,1,black multi-coloured,,"95% viscose, 5% elastane",,"Do not bleach, do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,,Boat neckline (wide),Floral,,Thigh length,Long,Long,,Regular Fit,Regular fit,,,No,No,No,No,No,alternative
131,956,Forever New,CHANTELLE DRAPE MIDI DRESS ,109.99,3,burgundy,Satin,"98% polyester, 2% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Spaghetti straps,Plain,Adjustable straps,Maxi/long,Spaghetti straps,Spaghetti straps,"51.0 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 9""  tall and is wearing size 8","15.0 "" (Size 8)",No,No,No,No,Yes,unknown
132,957,BITE Studios,RAW DRESS ,800.0,5,sand,,"97% viscose, 3% elastane",100% cupro,Dry clean only,,,Zip,,Round neckline,Plain,"Shoulder pads, slip",Calf length,Extra short,Short,"48.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",No,No,No,yes,No,classic
133,958,Mother of Pearl,GATHERED DRESS WITH SPLITS AND TIE CUFFS ,295.0,5,white,,100% lyocell,,Hand wash only,,,Laces,Accentuating the waist,Round neckline,Plain,Belt included,Calf length,"23.5 "" (Size S)",Long,"49.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",Yes,No,No,No,No,trendy
134,959,Superdry,BLAIRE BRODERIE DRESS ,38.49,1,red,,100% cotton,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Zip,,Square neckline,Plain,"Button row, slip",Short,Sleeveless,Sleeveless,"36.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,girly
135,960,Needle & Thread,FIFI LONG SLEEVE ANKLE GOWN ,614.99,5,pastel pink,Tulle,100% polyester,100% polyester,Dry clean only,,,Zip,,Round neckline,,"Bust darts, slip, sequins, border, embroidery",Maxi/long,"24.5 "" (Size 8)",Long,"54.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,yes,No,No,girly
136,961,Only,CARSIV PLACKET HOOD ,34.99,1,black,Sweat,"60% polyester, 40% cotton",,"Do not tumble dry, machine wash at 30Â°C",Hood,,,Hooded dresses,,Plain,Elasticated waist,Short,"24.0 "" (Size S-14/16)",Long,"32.5 "" (Size S-14/16)",Regular Fit,Regular fit,,,No,Yes,No,No,No,sporty
137,963,Anna Field,Jersey dress,28.99,1,black/white,Jersey,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Mandarin collar,,,Accentuating the waist,Round neckline,Plain,"Belt included, elasticated waist",Knee length,Spaghetti straps,Spaghetti straps,"43.5 "" (Size S)",Fitted waist,Slim fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,unknown
138,964,Marc'o polo,DRESS HOOD ,154.99,4,sand,Sweat,100% cotton,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,,,Hooded dresses,,Plain,Elasticated waist,Knee length,"27.5 "" (Size S)",Long,"37.5 "" (Size S)",Oversized,Loose fit,"Our model is 5' 9""  tall and is wearing size S",,No,Yes,No,No,No,sporty
139,965,Esprit,DRESS ,54.99,2,black,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,Button,,Round neckline,Floral,,Knee length,"25.0 "" (Size 10)",Long,"37.5 "" (Size 10)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size 10","16.0 "" (Size 10)",No,No,No,No,No,casual chic
140,966,Materiel,ONE SHOULDER DRESS ,674.99,5,black,Satin,"86% viscose, 14% polyester",,Dry clean only,,Asymmetrical,Zip,Bodycon dresses,strapless,Plain,Bow,Maxi/long,One shoulder,One shoulder,"59.0 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size S","15.5 "" (Size S)",No,No,No,No,No,trendy
141,967,Yas,YASCHERRY LONG DRESS  VIP ,59.99,2,black,,100% viscose,,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,,Button,Button down dresses,,Prints in general,,Maxi/long,"18.5 "" (Size S)",Elbow length,"57.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","15.5 "" (Size S)",No,No,No,No,No,casual chic
142,968,Lily & Lionel,MATILDA DRESS ,239.99,5,burnt orange,,100% viscose,100% modal,"Do not tumble dry, Hand wash only",,,,,Square neckline,Animal Prints in general,Bow,Calf length,"15.0 "" (Size 10)",Elbow length,"50.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10",,No,No,No,No,No,alternative
143,969,Vila,VIMILINA HALTERNECK  ,54.99,2,navy,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur",,,Zip,Accentuating the waist,Round neckline,Plain,Slip,Maxi/long,Sleeveless,Sleeveless,"60.0 "" (Size 8)",Fitted waist,Slim fit,"Our model is 5' 9""  tall and is wearing size 8","10.0 "" (Size 8)",No,No,No,No,No,classic
144,970,Massimo Dutti,Day dress,79.95,2,white,Jersey,"56% cotton, 44% viscose",,Do not tumble dry,,,,,V-neck,Plain,,Knee length,Sleeveless,Sleeveless,,Regular Fit,Regular fit,,,No,No,No,No,No,classic
145,971,Esprit,Day dress,36.99,1,army green,,"60% viscose, 40% polyamide",,Do not tumble dry,,,,,Low round neckline,Plain,,Calf length,Extra short,Short,,Loose Fit,Loose fit,,,No,No,No,No,No,alternative
146,972,Moves,DEBINA ,59.99,2,multi-coloured,Mesh,"92% polyester, 8% elastane","95% viscose, 5% elastane","Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",,,,Bodycon dresses,Round neckline,Floral,Underskirt,Calf length,"24.5 "" (Size S)",Long,"49.0 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 10""  tall and is wearing size S",,No,No,No,No,No,casual chic
147,973,JDY,JDYIVY LIFE DRESS ,14.99,1,black,Jersey,"62% cotton, 38% polyester",,"Machine wash at 40Â°C, do not tumble dry, A shrinkage of up to 5% may occur",,,,,Round neckline,Plain,,Knee length,Short,Short,,Regular Fit,Regular fit,,,No,No,No,No,No,classic
