,Article number,Back material,Back width,Bottom part material,Care instructions,Collar,Contains non-textile parts of animal origin,Cut,Details,Fabric,Fastening,Filling,Fit,Front material,Insert material,Jacket length,Length,Licensed characters,Lining,Middle part material,Neckline,Our model's height,Outer fabric material,Outer leg length,Pattern,Pockets,Sheer,Sleeve length,Sleeve length.1,Sleeves material,Sport,Top part material,Total length,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,category,color,day dress,description,heading1,link,price
43,V1021C29V-T11,--,"15.5 "" (Size 8)",--,Machine wash at 30Â°C,--,--,--,"Belt included, slip",--,Button,--,Regular Fit,--,--,--,Calf-length,--,100% polyester,--,Crew neck,--,100% polyester,--,Floral,--,--,"24.5 "" (Size 8)",--,--,--,--,"46.5 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,humus with red flowers, Day dress,VIDOTTIES MIDI DRESS ,Vila,https://www.zalando.co.uk/vila-vidotties-midi-dress-maxi-dress-humus-with-red-flowers-v1021c29v-t11.html,Â£34.99
44,V1021C29V-T11,--,"15.5 "" (Size 8)",--,Machine wash at 30Â°C,--,--,--,"Belt included, slip",--,Button,--,Regular Fit,--,--,--,Calf-length,--,100% polyester,--,Crew neck,--,100% polyester,--,Floral,--,--,"24.5 "" (Size 8)",--,--,--,--,"46.5 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,misty rose/white, Day dress,VIDOTTIES MIDI DRESS ,Vila,https://www.zalando.co.uk/vila-vidotties-midi-dress-maxi-dress-humus-with-red-flowers-v1021c29v-t11.html,Â£34.99
45,V1021C29V-T11,--,"15.5 "" (Size 8)",--,Machine wash at 30Â°C,--,--,--,"Belt included, slip",--,Button,--,Regular Fit,--,--,--,Calf-length,--,100% polyester,--,Crew neck,--,100% polyester,--,Floral,--,--,"24.5 "" (Size 8)",--,--,--,--,"46.5 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,navy blazer/ light blue, Day dress,VIDOTTIES MIDI DRESS ,Vila,https://www.zalando.co.uk/vila-vidotties-midi-dress-maxi-dress-humus-with-red-flowers-v1021c29v-t11.html,Â£34.99
46,V1021C29V-T11,--,"15.5 "" (Size 8)",--,Machine wash at 30Â°C,--,--,--,"Belt included, slip",--,Button,--,Regular Fit,--,--,--,Calf-length,--,100% polyester,--,Crew neck,--,100% polyester,--,Floral,--,--,"24.5 "" (Size 8)",--,--,--,--,"46.5 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,navy blazer/pink, Day dress,VIDOTTIES MIDI DRESS ,Vila,https://www.zalando.co.uk/vila-vidotties-midi-dress-maxi-dress-humus-with-red-flowers-v1021c29v-t11.html,Â£34.99
47,PE321C18V-Q11,--,--,--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,--,Jersey,--,--,Regular Fit,--,--,--,Short,--,--,--,Backless,"Our model is 5' 9""  tall and is wearing size S","95% cotton, 5% elastane",--,Plain,--,--,Sleeveless,--,--,--,--,"37.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,PCANG SQUARE NECK DRESS ,Pieces,https://www.zalando.co.uk/pieces-pcang-square-neck-dress-day-dress-black-pe321c18v-q11.html,Â£17.99
48,PE321C18V-Q11,--,--,--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,--,Jersey,--,--,Regular Fit,--,--,--,Short,--,--,--,Backless,"Our model is 5' 9""  tall and is wearing size S","95% cotton, 5% elastane",--,Plain,--,--,Sleeveless,--,--,--,--,"37.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,little boy blue, Day dress,PCANG SQUARE NECK DRESS ,Pieces,https://www.zalando.co.uk/pieces-pcang-square-neck-dress-day-dress-black-pe321c18v-q11.html,Â£17.99
49,PE321C18V-Q11,--,--,--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,--,Jersey,--,--,Regular Fit,--,--,--,Short,--,--,--,Backless,"Our model is 5' 9""  tall and is wearing size S","95% cotton, 5% elastane",--,Plain,--,--,Sleeveless,--,--,--,--,"37.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,simply green, Day dress,PCANG SQUARE NECK DRESS ,Pieces,https://www.zalando.co.uk/pieces-pcang-square-neck-dress-day-dress-black-pe321c18v-q11.html,Â£17.99
50,VE121C37J-K11,--,"16.0 "" (Size S)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,--,Button,--,Regular Fit,--,--,--,Calf-length,--,--,--,Crew neck,--,100% viscose,--,Floral,--,--,"23.0 "" (Size S)",--,--,--,--,"43.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,china blue , Day dress,VMANNA SLIT CALF DRESS ,Vero Moda,https://www.zalando.co.uk/vero-moda-vmanna-slit-calf-dress-day-dress-china-blue-ve121c37j-k11.html,Â£26.39
51,VE121C37J-K11,--,"16.0 "" (Size S)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,--,Button,--,Regular Fit,--,--,--,Calf-length,--,--,--,Crew neck,--,100% viscose,--,Floral,--,--,"23.0 "" (Size S)",--,--,--,--,"43.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black aop / dela, Day dress,VMANNA SLIT CALF DRESS ,Vero Moda,https://www.zalando.co.uk/vero-moda-vmanna-slit-calf-dress-day-dress-china-blue-ve121c37j-k11.html,Â£26.39
52,VE121C38N-G11,--,"14.0 "" (Size S)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Bust darts,--,--,--,Regular Fit,--,--,--,Extra short,--,--,--,Low-cut v-neck,--,100% polyester,--,Plain,--,--,"21.5 "" (Size S)",--,--,--,--,"33.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,aurora red, Day dress,VMINGE MINI DRESS ,Vero Moda,https://www.zalando.co.uk/vero-moda-vminge-mini-dress-day-dress-aurora-red-ve121c38n-g11.html,Â£30.99
53,TO121C0FZ-Q11,--,--,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,Embroidery,Sweat,--,--,Loose Fit,--,--,--,Knee-length,--,--,--,--,"Our model is 5' 9""  tall and is wearing size S","64% cotton, 36% polyester",--,Plain,Hoodie pocket,--,"22.5 "" (Size S)",--,--,--,--,"36.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,REGULAR HILFIGER HOODIE DRESS ,Tommy Hilfiger,https://www.zalando.co.uk/tommy-hilfiger-regular-hilfiger-hoodie-day-dress-black-to121c0fz-q11.html,Â£84.49
54,TO121C0FZ-Q11,--,--,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,Embroidery,Sweat,--,--,Loose Fit,--,--,--,Knee-length,--,--,--,--,"Our model is 5' 9""  tall and is wearing size S","64% cotton, 36% polyester",--,Plain,Hoodie pocket,--,"22.5 "" (Size S)",--,--,--,--,"36.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,blazer red, Day dress,REGULAR HILFIGER HOODIE DRESS ,Tommy Hilfiger,https://www.zalando.co.uk/tommy-hilfiger-regular-hilfiger-hoodie-day-dress-black-to121c0fz-q11.html,Â£84.49
55,TO121C0FZ-Q11,--,--,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,Embroidery,Sweat,--,--,Loose Fit,--,--,--,Knee-length,--,--,--,--,"Our model is 5' 9""  tall and is wearing size S","64% cotton, 36% polyester",--,Plain,Hoodie pocket,--,"22.5 "" (Size S)",--,--,--,--,"36.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,blue, Day dress,REGULAR HILFIGER HOODIE DRESS ,Tommy Hilfiger,https://www.zalando.co.uk/tommy-hilfiger-regular-hilfiger-hoodie-day-dress-black-to121c0fz-q11.html,Â£84.49
56,TO121C0FZ-Q11,--,--,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,Embroidery,Sweat,--,--,Loose Fit,--,--,--,Knee-length,--,--,--,--,"Our model is 5' 9""  tall and is wearing size S","64% cotton, 36% polyester",--,Plain,Hoodie pocket,--,"22.5 "" (Size S)",--,--,--,--,"36.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,breezy blue, Day dress,REGULAR HILFIGER HOODIE DRESS ,Tommy Hilfiger,https://www.zalando.co.uk/tommy-hilfiger-regular-hilfiger-hoodie-day-dress-black-to121c0fz-q11.html,Â£84.49
57,TO121C0FZ-Q11,--,--,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,Embroidery,Sweat,--,--,Loose Fit,--,--,--,Knee-length,--,--,--,--,"Our model is 5' 9""  tall and is wearing size S","64% cotton, 36% polyester",--,Plain,Hoodie pocket,--,"22.5 "" (Size S)",--,--,--,--,"36.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,bright jewel, Day dress,REGULAR HILFIGER HOODIE DRESS ,Tommy Hilfiger,https://www.zalando.co.uk/tommy-hilfiger-regular-hilfiger-hoodie-day-dress-black-to121c0fz-q11.html,Â£84.49
58,V1021C2F4-Q11,--,"15.0 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,"Belt included, bust darts",Chiffon,--,--,Regular Fit,--,--,--,Knee-length,--,--,--,Crew neck,"Our model is 5' 9""  tall and is wearing size 8",100% polyester,--,Floral,--,--,Short,--,--,--,--,"36.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black/black tropical print, Day dress,VIDIANA FLOUNCE DRESS ,Vila,https://www.zalando.co.uk/vila-vidiana-flounce-dress-day-dress-blackblack-tropical-print-v1021c2f4-q11.html,Â£30.99
59,V1021C2F4-Q11,--,"15.0 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,"Belt included, bust darts",Chiffon,--,--,Regular Fit,--,--,--,Knee-length,--,--,--,Crew neck,"Our model is 5' 9""  tall and is wearing size 8",100% polyester,--,Floral,--,--,Short,--,--,--,--,"36.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,khaki/khaki tropical print, Day dress,VIDIANA FLOUNCE DRESS ,Vila,https://www.zalando.co.uk/vila-vidiana-flounce-dress-day-dress-blackblack-tropical-print-v1021c2f4-q11.html,Â£30.99
60,V1021C2F4-Q11,--,"15.0 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,"Belt included, bust darts",Chiffon,--,--,Regular Fit,--,--,--,Knee-length,--,--,--,Crew neck,"Our model is 5' 9""  tall and is wearing size 8",100% polyester,--,Floral,--,--,Short,--,--,--,--,"36.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,winetasting, Day dress,VIDIANA FLOUNCE DRESS ,Vila,https://www.zalando.co.uk/vila-vidiana-flounce-dress-day-dress-blackblack-tropical-print-v1021c2f4-q11.html,Â£30.99
61,TO121C0K7-K11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,"Inseam pockets, elasticated waist",Sweat,Zip,--,Regular Fit,--,--,--,Short,--,--,--,--,"Our model is 5' 9""  tall and is wearing size S","64% cotton, 36% polyester",--,Plain,--,--,"25.0 "" (Size S)",--,--,--,--,"35.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,desert sky, Day dress,INTERLOCK HOODIE SHORT DRESS ,Tommy Hilfiger,https://www.zalando.co.uk/tommy-hilfiger-interlock-hoodie-short-dress-day-dress-desert-sky-to121c0k7-k11.html,Â£76.99
62,TO121C0K7-K11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,"Inseam pockets, elasticated waist",Sweat,Zip,--,Regular Fit,--,--,--,Short,--,--,--,--,"Our model is 5' 9""  tall and is wearing size S","64% cotton, 36% polyester",--,Plain,--,--,"25.0 "" (Size S)",--,--,--,--,"35.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,light grey heather, Day dress,INTERLOCK HOODIE SHORT DRESS ,Tommy Hilfiger,https://www.zalando.co.uk/tommy-hilfiger-interlock-hoodie-short-dress-day-dress-desert-sky-to121c0k7-k11.html,Â£76.99
63,TO121C0J1-Q11,--,--,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,"Inseam pockets, elasticated waist",Sweat,--,--,Regular Fit,--,--,--,Knee-length,--,--,--,--,--,100% cotton,--,Plain,--,--,"25.0 "" (Size S)",--,--,--,--,"39.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,REGULAR HOODIE DRESS ,Tommy Hilfiger,https://www.zalando.co.uk/tommy-hilfiger-regular-hoodie-short-sweatshirt-black-to121c0j1-q11.html,Â£84.49
64,TO121C0J1-Q11,--,--,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,"Inseam pockets, elasticated waist",Sweat,--,--,Regular Fit,--,--,--,Knee-length,--,--,--,--,--,100% cotton,--,Plain,--,--,"25.0 "" (Size S)",--,--,--,--,"39.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,balanced beige, Day dress,REGULAR HOODIE DRESS ,Tommy Hilfiger,https://www.zalando.co.uk/tommy-hilfiger-regular-hoodie-short-sweatshirt-black-to121c0j1-q11.html,Â£84.49
65,TO121C0J1-Q11,--,--,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,"Inseam pockets, elasticated waist",Sweat,--,--,Regular Fit,--,--,--,Knee-length,--,--,--,--,--,100% cotton,--,Plain,--,--,"25.0 "" (Size S)",--,--,--,--,"39.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,breezy blue, Day dress,REGULAR HOODIE DRESS ,Tommy Hilfiger,https://www.zalando.co.uk/tommy-hilfiger-regular-hoodie-short-sweatshirt-black-to121c0j1-q11.html,Â£84.49
66,TO121C0J1-Q11,--,--,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,"Inseam pockets, elasticated waist",Sweat,--,--,Regular Fit,--,--,--,Knee-length,--,--,--,--,--,100% cotton,--,Plain,--,--,"25.0 "" (Size S)",--,--,--,--,"39.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,desert sky, Day dress,REGULAR HOODIE DRESS ,Tommy Hilfiger,https://www.zalando.co.uk/tommy-hilfiger-regular-hoodie-short-sweatshirt-black-to121c0j1-q11.html,Â£84.49
67,Y0121C1SW-T11,--,"14.0 "" (Size S)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Peter Pan collar,--,--,--,--,Button,--,Loose Fit,--,--,--,Calf-length,--,--,--,--,--,100% viscose,--,Floral,--,--,"25.0 "" (Size S)",--,--,--,--,"47.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,YASFIA MIDI DRESS ,YAS,https://www.zalando.co.uk/yas-yasfia-midi-dress-day-dress-black-y0121c1sw-t11.html,Â£55.99
68,EV421C13J-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle, Do not bleach",--,--,Asymmetrical,Elasticated waist,Sweat,--,--,Loose Fit,--,--,--,Short,--,--,--,--,--,"60% cotton, 40% polyester",--,Plain,--,--,"26.0 "" (Size S)",--,--,--,--,"34.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,SWEAT OFF SHOULDER MINI DRESS ,Even&Odd,https://www.zalando.co.uk/evenandodd-day-dress-black-ev421c13j-q11.html,Â£24.99
69,EV421C13J-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle, Do not bleach",--,--,Asymmetrical,Elasticated waist,Sweat,--,--,Loose Fit,--,--,--,Short,--,--,--,--,--,"60% cotton, 40% polyester",--,Plain,--,--,"26.0 "" (Size S)",--,--,--,--,"34.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,light blue, Day dress,SWEAT OFF SHOULDER MINI DRESS ,Even&Odd,https://www.zalando.co.uk/evenandodd-day-dress-black-ev421c13j-q11.html,Â£24.99
70,EV421C13J-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle, Do not bleach",--,--,Asymmetrical,Elasticated waist,Sweat,--,--,Loose Fit,--,--,--,Short,--,--,--,--,--,"60% cotton, 40% polyester",--,Plain,--,--,"26.0 "" (Size S)",--,--,--,--,"34.5 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,white, Day dress,SWEAT OFF SHOULDER MINI DRESS ,Even&Odd,https://www.zalando.co.uk/evenandodd-day-dress-black-ev421c13j-q11.html,Â£24.99
71,JD521C000-N11,--,--,--,"Machine wash at 40Â°C, do not tumble dry, A shrinkage of up to 5% may occur",--,--,--,--,Sweat,--,--,Regular Fit,--,--,--,Knee-length,--,--,--,Crew neck,--,"62% cotton, 38% polyester",--,Plain,--,--,Short,--,--,--,--,"38.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,martini olive, Day dress,JDYIVY LIFE DRESS ,JDY Tall,https://www.zalando.co.uk/jdy-tall-jdyivy-life-dress-day-dress-martini-olive-jd521c000-n11.html,Â£14.99
72,JD521C000-N11,--,--,--,"Machine wash at 40Â°C, do not tumble dry, A shrinkage of up to 5% may occur",--,--,--,--,Sweat,--,--,Regular Fit,--,--,--,Knee-length,--,--,--,Crew neck,--,"62% cotton, 38% polyester",--,Plain,--,--,Short,--,--,--,--,"38.0 "" (Size S)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Day dress,JDYIVY LIFE DRESS ,JDY Tall,https://www.zalando.co.uk/jdy-tall-jdyivy-life-dress-day-dress-martini-olive-jd521c000-n11.html,Â£14.99
73,JY121C0L3-Q11,--,"15.0 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Belt included,--,--,--,Regular Fit,--,--,--,Short,--,--,--,Cache-coeur,"Our model is 5' 9""  tall and is wearing size 8",100% polyester,--,Floral,--,--,"25.0 "" (Size 8)",--,--,--,--,"34.5 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black/creme, Day dress,JDYSORO DRESS ,JDY,https://www.zalando.co.uk/jdy-jdysoro-wrap-dress-day-dress-blackcreme-jy121c0l3-q11.html,Â£19.49
74,JY121C0L3-Q11,--,"15.0 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Belt included,--,--,--,Regular Fit,--,--,--,Short,--,--,--,Cache-coeur,"Our model is 5' 9""  tall and is wearing size 8",100% polyester,--,Floral,--,--,"25.0 "" (Size 8)",--,--,--,--,"34.5 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black/multi flower, Day dress,JDYSORO DRESS ,JDY,https://www.zalando.co.uk/jdy-jdysoro-wrap-dress-day-dress-blackcreme-jy121c0l3-q11.html,Â£19.49
75,JY121C0L3-Q11,--,"15.0 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Belt included,--,--,--,Regular Fit,--,--,--,Short,--,--,--,Cache-coeur,"Our model is 5' 9""  tall and is wearing size 8",100% polyester,--,Floral,--,--,"25.0 "" (Size 8)",--,--,--,--,"34.5 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,cloud dancer/black, Day dress,JDYSORO DRESS ,JDY,https://www.zalando.co.uk/jdy-jdysoro-wrap-dress-day-dress-blackcreme-jy121c0l3-q11.html,Â£19.49
76,JY121C0L3-Q11,--,"15.0 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Belt included,--,--,--,Regular Fit,--,--,--,Short,--,--,--,Cache-coeur,"Our model is 5' 9""  tall and is wearing size 8",100% polyester,--,Floral,--,--,"25.0 "" (Size 8)",--,--,--,--,"34.5 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,khaki, Day dress,JDYSORO DRESS ,JDY,https://www.zalando.co.uk/jdy-jdysoro-wrap-dress-day-dress-blackcreme-jy121c0l3-q11.html,Â£19.49
77,AN621C1KC-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Jersey,--,--,Slim Fit,--,--,--,Knee-length,--,--,--,Crew neck,--,"95% viscose, 5% elastane",--,Polka dot,--,--,Elbow length,--,--,--,--,"36.0 "" (Size XS)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black/white, Jersey dress,BOAT NECK PRINT DRESS WITH SOLID SKIRT ,Anna Field,https://www.zalando.co.uk/anna-field-boat-neck-print-dress-with-solid-skirt-day-dress-blackwhite-an621c1kc-q11.html,Â£24.99
78,AN621C1KC-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Jersey,--,--,Slim Fit,--,--,--,Knee-length,--,--,--,Crew neck,--,"95% viscose, 5% elastane",--,Polka dot,--,--,Elbow length,--,--,--,--,"36.0 "" (Size XS)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black, Jersey dress,BOAT NECK PRINT DRESS WITH SOLID SKIRT ,Anna Field,https://www.zalando.co.uk/anna-field-boat-neck-print-dress-with-solid-skirt-day-dress-blackwhite-an621c1kc-q11.html,Â£24.99
79,AN621C1KC-Q11,--,--,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Jersey,--,--,Slim Fit,--,--,--,Knee-length,--,--,--,Crew neck,--,"95% viscose, 5% elastane",--,Polka dot,--,--,Elbow length,--,--,--,--,"36.0 "" (Size XS)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,dark blue, Jersey dress,BOAT NECK PRINT DRESS WITH SOLID SKIRT ,Anna Field,https://www.zalando.co.uk/anna-field-boat-neck-print-dress-with-solid-skirt-day-dress-blackwhite-an621c1kc-q11.html,Â£24.99
80,OP421C09Z-K12,--,"14.5 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Bust darts,--,Laces,--,Slim Fit,--,--,--,Short,--,--,--,Cache-coeur,--,100% polyester,--,Floral,--,--,Short,--,--,--,--,"38.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,blue, Day dress,ONLOLIVIA WRAP DRESS ,ONLY Petite,https://www.zalando.co.uk/only-petite-onlolivia-wrap-dress-day-dress-blue-op421c09z-k12.html,Â£25.99
81,OP421C09Z-K12,--,"14.5 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Bust darts,--,Laces,--,Slim Fit,--,--,--,Short,--,--,--,Cache-coeur,--,100% polyester,--,Floral,--,--,Short,--,--,--,--,"38.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,black/red/shore , Day dress,ONLOLIVIA WRAP DRESS ,ONLY Petite,https://www.zalando.co.uk/only-petite-onlolivia-wrap-dress-day-dress-blue-op421c09z-k12.html,Â£25.99
82,OP421C09Z-K12,--,"14.5 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Bust darts,--,Laces,--,Slim Fit,--,--,--,Short,--,--,--,Cache-coeur,--,100% polyester,--,Floral,--,--,Short,--,--,--,--,"38.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,chinese violet, Day dress,ONLOLIVIA WRAP DRESS ,ONLY Petite,https://www.zalando.co.uk/only-petite-onlolivia-wrap-dress-day-dress-blue-op421c09z-k12.html,Â£25.99
83,OP421C09Z-K12,--,"14.5 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Bust darts,--,Laces,--,Slim Fit,--,--,--,Short,--,--,--,Cache-coeur,--,100% polyester,--,Floral,--,--,Short,--,--,--,--,"38.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,dusk blue, Day dress,ONLOLIVIA WRAP DRESS ,ONLY Petite,https://www.zalando.co.uk/only-petite-onlolivia-wrap-dress-day-dress-blue-op421c09z-k12.html,Â£25.99
84,OP421C09Z-K12,--,"14.5 "" (Size 8)",--,"Do not tumble dry, machine wash at 30Â°C, A shrinkage of up to 5% may occur, Machine wash on gentle cycle",--,--,--,Bust darts,--,Laces,--,Slim Fit,--,--,--,Short,--,--,--,Cache-coeur,--,100% polyester,--,Floral,--,--,Short,--,--,--,--,"38.0 "" (Size 8)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,summer-dresses,mars red, Day dress,ONLOLIVIA WRAP DRESS ,ONLY Petite,https://www.zalando.co.uk/only-petite-onlolivia-wrap-dress-day-dress-blue-op421c09z-k12.html,Â£25.99
